scope,arch,definition,workload,group,model,exp_dir,turn,correctness,count,total,fraction
definition,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128-causal,,Numerical error,31,160,0.193750
definition,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128-causal,,Kernel Execution Timeout,12,160,0.075000
definition,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128-causal,,Correct,6,160,0.037500
definition,hopper,mha_bwd_d128_causal,c119b3f0-c051-5e96-9c2a-2268d992fe1a,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128-causal,,Extraction error,4,160,0.025000
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,,Compilation error,90,160,0.562500
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,,Runtime error,31,160,0.193750
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,,Kernel Execution Timeout,23,160,0.143750
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,,Numerical error,11,160,0.068750
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,,Extraction error,3,160,0.018750
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,,Other error,1,160,0.006250
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128,,Profiling Service Timeout,1,160,0.006250
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,,Numerical error,43,160,0.268750
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,,Compilation error,41,160,0.256250
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,,Runtime error,37,160,0.231250
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,,Correct,26,160,0.162500
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,,Kernel Execution Timeout,7,160,0.043750
definition,hopper,mha_with_lse_d128,bc38b351-d595-451b-9153-8e225702e53b,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128,,Extraction error,6,160,0.037500
definition,hopper,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal,,Compilation error,99,160,0.618750
definition,hopper,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal,,Runtime error,24,160,0.150000
definition,hopper,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal,,Kernel Execution Timeout,15,160,0.093750
definition,hopper,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal,,Numerical error,15,160,0.093750
definition,hopper,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal,,Extraction error,6,160,0.037500
definition,hopper,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal,,Other error,1,160,0.006250
definition,hopper,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128-causal,,Compilation error,46,160,0.287500
definition,hopper,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128-causal,,Numerical error,43,160,0.268750
definition,hopper,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128-causal,,Kernel Execution Timeout,34,160,0.212500
definition,hopper,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128-causal,,Runtime error,26,160,0.162500
definition,hopper,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128-causal,,Correct,8,160,0.050000
definition,hopper,mha_with_lse_d128_causal,6d2f67a7-225a-4af5-87d3-cbb99b496325,right,Qwen3.6-27B-fixit-v2-glm,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-d128-causal,,Extraction error,3,160,0.018750
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,0,Compilation error,14,28,0.500000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,0,Runtime error,10,28,0.357143
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,0,Numerical error,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,0,Kernel Execution Timeout,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,0,Other error,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,1,Runtime error,17,28,0.607143
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,1,Compilation error,9,28,0.321429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,1,Extraction error,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,1,Kernel Execution Timeout,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,2,Runtime error,14,28,0.500000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,2,Compilation error,9,28,0.321429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,2,Numerical error,3,28,0.107143
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,2,Correct,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,2,Kernel Execution Timeout,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,3,Runtime error,17,28,0.607143
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,3,Compilation error,7,28,0.250000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,3,Numerical error,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,3,Correct,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,3,Kernel Execution Timeout,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,4,Runtime error,13,28,0.464286
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,4,Compilation error,10,28,0.357143
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,4,Correct,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,4,Numerical error,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,4,Kernel Execution Timeout,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,5,Runtime error,19,28,0.678571
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,5,Compilation error,7,28,0.250000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,5,Correct,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,5,Kernel Execution Timeout,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,6,Runtime error,18,28,0.642857
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,6,Compilation error,6,28,0.214286
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,6,Kernel Execution Timeout,3,28,0.107143
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,6,Correct,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,7,Runtime error,18,28,0.642857
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,7,Compilation error,6,28,0.214286
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,7,Numerical error,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,7,Correct,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,7,Kernel Execution Timeout,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,8,Runtime error,16,28,0.571429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,8,Numerical error,6,28,0.214286
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,8,Compilation error,5,28,0.178571
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,8,Kernel Execution Timeout,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,9,Runtime error,14,28,0.500000
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,9,Kernel Execution Timeout,5,28,0.178571
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,9,Numerical error,5,28,0.178571
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,9,Compilation error,4,28,0.142857
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,10,Runtime error,13,28,0.464286
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,10,Compilation error,6,28,0.214286
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,10,Numerical error,6,28,0.214286
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,10,Kernel Execution Timeout,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,10,Correct,1,28,0.035714
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,11,Runtime error,13,28,0.464286
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,11,Numerical error,6,28,0.214286
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,11,Compilation error,5,28,0.178571
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,11,Correct,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,11,Kernel Execution Timeout,2,28,0.071429
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,12,Runtime error,12,28,0.428571
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,12,Numerical error,10,28,0.357143
definition_by_turn,hopper,gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,left,Qwen3.6-27B,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,12,Compilation error,4,28,0.142857
