trajectory_id,definition,prompt_tag,glm_best_correct_speedup,gemini_best_correct_speedup,glm_best_instruction_correct_speedup,gemini_best_instruction_correct_speedup,glm_first_correct_turn,gemini_first_correct_turn,glm_first_instruction_correct_turn,gemini_first_instruction_correct_turn,glm_minus_gemini_best_speedup,glm_minus_gemini_best_instruction_speedup,outcome,instruction_outcome
exp_014,mha_bwd_d128,hopper-no-hint,,,,,,,,,,,neither,neither_instruction_fixed
exp_015,mha_bwd_d128,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_016,mha_bwd_d128,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_017,mha_bwd_d128,hopper-010,0.030358982027959044,0.19345954391821188,,0.19345954391821188,3,3,,3,-0.16310056189025285,,both_fixed,gemini_instruction_only
exp_018,mha_bwd_d128,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_019,mha_bwd_d128,hopper-010,,0.20246605599757522,,0.20246605599757522,,1,,1,,,gemini_only,gemini_instruction_only
exp_020,mha_bwd_d128,hopper-010,,0.3513026167554425,,0.3513026167554425,,3,,3,,,gemini_only,gemini_instruction_only
exp_021,mha_bwd_d128,hopper-010,,0.00589452463062327,,0.00589452463062327,,4,,4,,,gemini_only,gemini_instruction_only
exp_022,mha_bwd_d128,hopper-010,0.27394732196703214,,0.27394732196703214,,1,,1,,,,glm_only,glm_instruction_only
exp_023,mha_bwd_d128,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_024,mha_bwd_d128,hopper-010,,0.018133278853480237,,0.018133278853480237,,4,,4,,,gemini_only,gemini_instruction_only
exp_025,mha_bwd_d128,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_026,mha_bwd_d128,hopper-010,,0.09465520830607273,,0.09465520830607273,,2,,2,,,gemini_only,gemini_instruction_only
exp_027,mha_bwd_d128,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_028,mha_bwd_d128,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_029,mha_bwd_d128,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_030,mha_bwd_d128,hopper-011,,0.005892804911153262,,0.005892804911153262,,1,,1,,,gemini_only,gemini_instruction_only
exp_031,mha_bwd_d128,hopper-011,,0.02206269168318762,,0.02206269168318762,,4,,4,,,gemini_only,gemini_instruction_only
exp_032,mha_bwd_d128,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_033,mha_bwd_d128,hopper-011,,0.17813479805997562,,0.17813479805997562,,3,,3,,,gemini_only,gemini_instruction_only
exp_034,mha_bwd_d128,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_035,mha_bwd_d128,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_036,mha_bwd_d128,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_037,mha_bwd_d128,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_038,mha_bwd_d128,hopper-011,,0.30731263144469034,,0.30731263144469034,,4,,4,,,gemini_only,gemini_instruction_only
exp_039,mha_bwd_d128,hopper-011,0.0896796004936832,,0.0896796004936832,,4,,4,,,,glm_only,glm_instruction_only
exp_040,mha_bwd_d128,hopper-012,,,,,,,,,,,neither,neither_instruction_fixed
exp_041,mha_bwd_d128,hopper-012,,0.5469749415886447,,0.5469749415886447,,4,,4,,,gemini_only,gemini_instruction_only
exp_042,mha_bwd_d128,hopper-012,,0.6096974942725756,,0.6096974942725756,,3,,3,,,gemini_only,gemini_instruction_only
exp_043,mha_bwd_d128,hopper-012,,,,,,,,,,,neither,neither_instruction_fixed
exp_044,mha_bwd_d128,hopper-012,,0.16871268973335063,,0.16871268973335063,,2,,2,,,gemini_only,gemini_instruction_only
exp_045,mha_bwd_d128,hopper-012,,0.0710076674855024,,0.0710076674855024,,2,,2,,,gemini_only,gemini_instruction_only
exp_046,mha_bwd_d128,hopper-012,0.18269159924019565,0.051539381348016104,0.18269159924019565,0.051539381348016104,4,2,4,2,0.13115221789217954,0.13115221789217954,both_fixed,both_instruction_fixed
exp_047,mha_bwd_d128,hopper-012,,,,,,,,,,,neither,neither_instruction_fixed
exp_048,mha_bwd_d128,hopper-012,,,,,,,,,,,neither,neither_instruction_fixed
exp_049,mha_bwd_d128,hopper-012,0.04235679699221255,,0.04235679699221255,,1,,1,,,,glm_only,glm_instruction_only
exp_050,mha_bwd_d128,hopper-012,,,,,,,,,,,neither,neither_instruction_fixed
exp_051,mha_bwd_d128,hopper-012,,,,,,,,,,,neither,neither_instruction_fixed
exp_052,mha_bwd_d128,hopper-012,,,,,,,,,,,neither,neither_instruction_fixed
exp_053,mha_bwd_d128,hopper-012,,,,,,,,,,,neither,neither_instruction_fixed
exp_054,mha_bwd_d128,hopper-012,,0.30930105385230044,,0.30930105385230044,,2,,2,,,gemini_only,gemini_instruction_only
exp_055,mha_bwd_d128,hopper-012,0.05454545017989616,,,,0,,,,,,glm_only,neither_instruction_fixed
exp_056,mha_bwd_d128,hopper-013,,,,,,,,,,,neither,neither_instruction_fixed
exp_057,mha_bwd_d128,hopper-013,0.03212325179603465,0.1804217311088428,,0.1804217311088428,1,4,,4,-0.14829847931280815,,both_fixed,gemini_instruction_only
exp_058,mha_bwd_d128,hopper-013,,0.13280810167173426,,0.13280810167173426,,2,,2,,,gemini_only,gemini_instruction_only
exp_059,mha_bwd_d128,hopper-013,,,,,,,,,,,neither,neither_instruction_fixed
exp_060,mha_bwd_d128,hopper-013,,0.08233270518954357,,0.08233270518954357,,4,,4,,,gemini_only,gemini_instruction_only
exp_061,mha_bwd_d128,hopper-013,,,,,,,,,,,neither,neither_instruction_fixed
exp_062,mha_bwd_d128,hopper-013,,0.1547839888923685,,0.1547839888923685,,2,,2,,,gemini_only,gemini_instruction_only
exp_063,mha_bwd_d128,hopper-013,,0.27515096257983884,,0.27515096257983884,,0,,0,,,gemini_only,gemini_instruction_only
exp_064,mha_bwd_d128,hopper-013,,,,,,,,,,,neither,neither_instruction_fixed
exp_065,mha_bwd_d128,hopper-013,,,,,,,,,,,neither,neither_instruction_fixed
exp_066,mha_bwd_d128,hopper-013,,0.13880119427381118,,0.13880119427381118,,2,,2,,,gemini_only,gemini_instruction_only
exp_067,mha_bwd_d128,hopper-013,0.050557615149750296,,,,2,,,,,,glm_only,neither_instruction_fixed
exp_068,mha_bwd_d128,hopper-013,,,,,,,,,,,neither,neither_instruction_fixed
exp_069,mha_bwd_d128,hopper-013,,0.06343950728954866,,0.06343950728954866,,1,,1,,,gemini_only,gemini_instruction_only
exp_070,mha_bwd_d128,hopper-013,,,,,,,,,,,neither,neither_instruction_fixed
exp_071,mha_bwd_d128,hopper-013,,,,,,,,,,,neither,neither_instruction_fixed
exp_072,mha_bwd_d128_causal,hopper-no-hint,0.01536164022136251,,,,4,,,,,,glm_only,neither_instruction_fixed
exp_073,mha_bwd_d128_causal,hopper-no-hint,,,,,,,,,,,neither,neither_instruction_fixed
exp_074,mha_bwd_d128_causal,hopper-no-hint,,0.16992739982296007,,0.16992739982296007,,2,,2,,,gemini_only,gemini_instruction_only
exp_075,mha_bwd_d128_causal,hopper-no-hint,,0.057311898266069826,,0.057311898266069826,,1,,1,,,gemini_only,gemini_instruction_only
exp_076,mha_bwd_d128_causal,hopper-no-hint,,0.2840227316382692,,0.2840227316382692,,1,,1,,,gemini_only,gemini_instruction_only
exp_077,mha_bwd_d128_causal,hopper-no-hint,,,,,,,,,,,neither,neither_instruction_fixed
exp_078,mha_bwd_d128_causal,hopper-no-hint,,,,,,,,,,,neither,neither_instruction_fixed
exp_079,mha_bwd_d128_causal,hopper-no-hint,0.05703507485683801,0.3843253625475649,,0.3843253625475649,2,4,,4,-0.3272902876907269,,both_fixed,gemini_instruction_only
exp_080,mha_bwd_d128_causal,hopper-no-hint,,,,,,,,,,,neither,neither_instruction_fixed
exp_081,mha_bwd_d128_causal,hopper-no-hint,,0.02018372310214684,,0.02018372310214684,,2,,2,,,gemini_only,gemini_instruction_only
exp_082,mha_bwd_d128_causal,hopper-no-hint,,0.21697057156823718,,0.21697057156823718,,2,,2,,,gemini_only,gemini_instruction_only
exp_083,mha_bwd_d128_causal,hopper-no-hint,,0.25547731202601426,,0.25547731202601426,,4,,4,,,gemini_only,gemini_instruction_only
exp_084,mha_bwd_d128_causal,hopper-no-hint,,0.06800156935364154,,0.06800156935364154,,4,,4,,,gemini_only,gemini_instruction_only
exp_085,mha_bwd_d128_causal,hopper-no-hint,,,,,,,,,,,neither,neither_instruction_fixed
exp_086,mha_bwd_d128_causal,hopper-010,,0.016094619669960668,,0.016094619669960668,,4,,4,,,gemini_only,gemini_instruction_only
exp_087,mha_bwd_d128_causal,hopper-010,0.032765302634270584,0.010750629666057353,,0.010750629666057353,3,3,,3,0.02201467296821323,,both_fixed,gemini_instruction_only
exp_088,mha_bwd_d128_causal,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_089,mha_bwd_d128_causal,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_090,mha_bwd_d128_causal,hopper-010,,0.1518596356856277,,0.1518596356856277,,3,,3,,,gemini_only,gemini_instruction_only
exp_091,mha_bwd_d128_causal,hopper-010,,0.16200396193949035,,0.16200396193949035,,2,,2,,,gemini_only,gemini_instruction_only
exp_092,mha_bwd_d128_causal,hopper-010,0.04819135772541384,0.10937712735622727,,0.10937712735622727,2,3,,3,-0.06118576963081344,,both_fixed,gemini_instruction_only
exp_093,mha_bwd_d128_causal,hopper-010,,0.1019557511093048,,0.1019557511093048,,3,,3,,,gemini_only,gemini_instruction_only
exp_094,mha_bwd_d128_causal,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_095,mha_bwd_d128_causal,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_096,mha_bwd_d128_causal,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_097,mha_bwd_d128_causal,hopper-010,0.038667050326109245,,,,4,,,,,,glm_only,neither_instruction_fixed
exp_098,mha_bwd_d128_causal,hopper-010,,,,,,,,,,,neither,neither_instruction_fixed
exp_099,mha_bwd_d128_causal,hopper-010,,0.006130231165933806,,0.006130231165933806,,3,,3,,,gemini_only,gemini_instruction_only
exp_100,mha_bwd_d128_causal,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_101,mha_bwd_d128_causal,hopper-011,0.021480227290591212,,,,4,,,,,,glm_only,neither_instruction_fixed
exp_102,mha_bwd_d128_causal,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_103,mha_bwd_d128_causal,hopper-011,0.08187064736370687,0.1593596889916959,0.08187064736370687,0.1593596889916959,2,4,2,4,-0.07748904162798902,-0.07748904162798902,both_fixed,both_instruction_fixed
exp_104,mha_bwd_d128_causal,hopper-011,,0.009969547835195842,,0.009969547835195842,,1,,1,,,gemini_only,gemini_instruction_only
exp_105,mha_bwd_d128_causal,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_106,mha_bwd_d128_causal,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_107,mha_bwd_d128_causal,hopper-011,0.016173802918336155,0.009690682471532845,0.016173802918336155,0.009690682471532845,2,0,2,0,0.00648312044680331,0.00648312044680331,both_fixed,both_instruction_fixed
exp_108,mha_bwd_d128_causal,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_109,mha_bwd_d128_causal,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_110,mha_bwd_d128_causal,hopper-011,0.15887001545459614,,0.15887001545459614,,2,,2,,,,glm_only,glm_instruction_only
exp_111,mha_bwd_d128_causal,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_112,mha_bwd_d128_causal,hopper-011,,0.2641388538334559,,0.2641388538334559,,1,,1,,,gemini_only,gemini_instruction_only
exp_113,mha_bwd_d128_causal,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_114,mha_bwd_d128_causal,hopper-011,,0.15449807403071641,,0.15449807403071641,,4,,4,,,gemini_only,gemini_instruction_only
exp_115,mha_bwd_d128_causal,hopper-011,,,,,,,,,,,neither,neither_instruction_fixed
exp_116,mha_bwd_d128_causal,hopper-012,0.03831849914901485,0.16965057638834355,0.03831849914901485,0.16965057638834355,2,2,2,2,-0.13133207723932872,-0.13133207723932872,both_fixed,both_instruction_fixed
exp_117,mha_bwd_d128_causal,hopper-012,,0.23269671528626645,,0.23269671528626645,,3,,3,,,gemini_only,gemini_instruction_only
exp_118,mha_bwd_d128_causal,hopper-012,,0.11408472330157664,,0.11408472330157664,,1,,1,,,gemini_only,gemini_instruction_only
exp_119,mha_bwd_d128_causal,hopper-012,,,,,,,,,,,neither,neither_instruction_fixed
exp_120,mha_bwd_d128_causal,hopper-012,,0.0018116202510118106,,0.0018116202510118106,,4,,4,,,gemini_only,gemini_instruction_only
exp_121,mha_bwd_d128_causal,hopper-012,,,,,,,,,,,neither,neither_instruction_fixed
exp_122,mha_bwd_d128_causal,hopper-012,,,,,,,,,,,neither,neither_instruction_fixed
exp_123,mha_bwd_d128_causal,hopper-012,,0.21288568030026603,,0.21288568030026603,,2,,2,,,gemini_only,gemini_instruction_only
exp_124,mha_bwd_d128_causal,hopper-012,,0.0017846134850805862,,0.0017846134850805862,,3,,3,,,gemini_only,gemini_instruction_only
exp_125,mha_bwd_d128_causal,hopper-012,,0.2749414589557599,,0.2749414589557599,,3,,3,,,gemini_only,gemini_instruction_only
exp_126,mha_bwd_d128_causal,hopper-012,,0.24673606263588124,,0.24673606263588124,,3,,3,,,gemini_only,gemini_instruction_only
exp_127,mha_bwd_d128_causal,hopper-012,,0.19590977032987517,,0.19590977032987517,,2,,2,,,gemini_only,gemini_instruction_only
exp_128,mha_bwd_d128_causal,hopper-012,0.022286727585082863,,,,1,,,,,,glm_only,neither_instruction_fixed
exp_129,mha_bwd_d128_causal,hopper-012,,0.024167789010294413,,0.024167789010294413,,4,,4,,,gemini_only,gemini_instruction_only
exp_130,mha_bwd_d128_causal,hopper-012,,,,,,,,,,,neither,neither_instruction_fixed
exp_131,mha_bwd_d128_causal,hopper-013,0.011310821389448984,,,,1,,,,,,glm_only,neither_instruction_fixed
exp_132,mha_bwd_d128_causal,hopper-013,0.01402394443304988,0.3184576414514279,,0.3184576414514279,2,1,,1,-0.304433697018378,,both_fixed,gemini_instruction_only
exp_133,mha_bwd_d128_causal,hopper-013,,,,,,,,,,,neither,neither_instruction_fixed
exp_134,mha_bwd_d128_causal,hopper-013,,0.10434466897225277,,0.10434466897225277,,3,,3,,,gemini_only,gemini_instruction_only
exp_135,mha_bwd_d128_causal,hopper-013,0.011396486134856665,0.04060256609199572,,0.04060256609199572,3,3,,3,-0.02920607995713906,,both_fixed,gemini_instruction_only
exp_136,mha_bwd_d128_causal,hopper-013,0.05866860073190982,0.014075524286272595,,,2,0,,,0.044593076445637224,,both_fixed,neither_instruction_fixed
exp_137,mha_bwd_d128_causal,hopper-013,,0.0025391259358801387,,0.0025391259358801387,,4,,4,,,gemini_only,gemini_instruction_only
exp_138,mha_bwd_d128_causal,hopper-013,,,,,,,,,,,neither,neither_instruction_fixed
exp_139,mha_bwd_d128_causal,hopper-013,,0.2396094747733087,,0.2396094747733087,,2,,2,,,gemini_only,gemini_instruction_only
exp_140,mha_bwd_d128_causal,hopper-013,,0.04630404718744961,,,,1,,,,,gemini_only,neither_instruction_fixed
exp_141,mha_bwd_d128_causal,hopper-013,,,,,,,,,,,neither,neither_instruction_fixed
exp_142,mha_bwd_d128_causal,hopper-013,,,,,,,,,,,neither,neither_instruction_fixed
exp_143,mha_bwd_d128_causal,hopper-013,,0.014667200566202469,,0.014667200566202469,,4,,4,,,gemini_only,gemini_instruction_only
exp_144,mha_bwd_d128_causal,hopper-013,,0.1590036408032338,,0.1590036408032338,,4,,4,,,gemini_only,gemini_instruction_only
exp_145,mha_bwd_d128_causal,hopper-013,,0.1551977113181279,,0.1551977113181279,,1,,1,,,gemini_only,gemini_instruction_only
exp_146,mha_with_lse_d128_causal,hopper-no-hint,,,,,,,,,,,neither,neither_instruction_fixed
exp_147,mha_with_lse_d128_causal,hopper-no-hint,,,,,,,,,,,neither,neither_instruction_fixed
exp_148,mha_with_lse_d128_causal,hopper-no-hint,0.2079719380940299,,0.2079719380940299,,3,,3,,,,glm_only,glm_instruction_only
exp_149,mha_with_lse_d128_causal,hopper-no-hint,0.01967036675734824,,,,2,,,,,,glm_only,neither_instruction_fixed
exp_150,mha_with_lse_d128_causal,hopper-no-hint,,0.48283084781165764,,0.48283084781165764,,4,,4,,,gemini_only,gemini_instruction_only
exp_151,mha_with_lse_d128_causal,hopper-no-hint,,0.36483645856416075,,0.36483645856416075,,3,,3,,,gemini_only,gemini_instruction_only
exp_152,mha_with_lse_d128_causal,hopper-no-hint,0.3309773241427766,,0.3309773241427766,,2,,2,,,,glm_only,glm_instruction_only
exp_153,mha_with_lse_d128_causal,hopper-no-hint,,,,,,,,,,,neither,neither_instruction_fixed
exp_154,mha_with_lse_d128_causal,hopper-no-hint,0.027907055914418395,0.20450348428009268,0.027907055914418395,0.20450348428009268,3,2,3,2,-0.1765964283656743,-0.1765964283656743,both_fixed,both_instruction_fixed
exp_155,mha_with_lse_d128_causal,hopper-no-hint,,0.27065598714125516,,0.27065598714125516,,1,,1,,,gemini_only,gemini_instruction_only
exp_156,mha_with_lse_d128_causal,hopper-no-hint,,,,,,,,,,,neither,neither_instruction_fixed
exp_157,mha_with_lse_d128_causal,hopper-no-hint,,0.47846431382333404,,0.47846431382333404,,1,,1,,,gemini_only,gemini_instruction_only
exp_158,mha_with_lse_d128_causal,hopper-no-hint,0.02682500289183756,0.3602405042050506,,0.3602405042050506,1,3,,3,-0.33341550131321307,,both_fixed,gemini_instruction_only
exp_159,mha_with_lse_d128_causal,hopper-no-hint,,,,,,,,,,,neither,neither_instruction_fixed
exp_160,mha_with_lse_d128_causal,hopper-no-hint,,0.6176472935541164,,0.6176472935541164,,1,,1,,,gemini_only,gemini_instruction_only
exp_161,mha_with_lse_d128_causal,hopper-07,,0.22274136835888939,,0.22274136835888939,,4,,4,,,gemini_only,gemini_instruction_only
exp_162,mha_with_lse_d128_causal,hopper-07,,0.29209372768931224,,0.29209372768931224,,3,,3,,,gemini_only,gemini_instruction_only
exp_163,mha_with_lse_d128_causal,hopper-07,0.29410860729622007,0.001352312886836058,0.29410860729622007,,3,0,3,,0.292756294409384,,both_fixed,glm_instruction_only
exp_164,mha_with_lse_d128_causal,hopper-07,,,,,,,,,,,neither,neither_instruction_fixed
exp_165,mha_with_lse_d128_causal,hopper-07,,0.03297148891686804,,0.03297148891686804,,4,,4,,,gemini_only,gemini_instruction_only
exp_166,mha_with_lse_d128_causal,hopper-07,,,,,,,,,,,neither,neither_instruction_fixed
exp_167,mha_with_lse_d128_causal,hopper-07,0.06726659091982969,0.16140401369143212,0.06726659091982969,0.16140401369143212,2,1,2,1,-0.09413742277160243,-0.09413742277160243,both_fixed,both_instruction_fixed
exp_168,mha_with_lse_d128_causal,hopper-07,,,,,,,,,,,neither,neither_instruction_fixed
exp_169,mha_with_lse_d128_causal,hopper-07,,,,,,,,,,,neither,neither_instruction_fixed
exp_170,mha_with_lse_d128_causal,hopper-07,,,,,,,,,,,neither,neither_instruction_fixed
exp_171,mha_with_lse_d128_causal,hopper-07,0.16752986284759716,0.1828786388815311,0.16752986284759716,0.1828786388815311,4,2,4,2,-0.015348776033933947,-0.015348776033933947,both_fixed,both_instruction_fixed
exp_172,mha_with_lse_d128_causal,hopper-07,,,,,,,,,,,neither,neither_instruction_fixed
exp_173,mha_with_lse_d128_causal,hopper-07,,0.014545627712180337,,0.014545627712180337,,4,,4,,,gemini_only,gemini_instruction_only
exp_174,mha_with_lse_d128_causal,hopper-07,0.11993249099490663,,0.11993249099490663,,0,,0,,,,glm_only,glm_instruction_only
exp_175,mha_with_lse_d128_causal,hopper-07,0.0641675238413194,0.3023589910548471,0.0641675238413194,0.3023589910548471,4,2,4,2,-0.23819146721352769,-0.23819146721352769,both_fixed,both_instruction_fixed
exp_176,mha_with_lse_d128_causal,hopper-08,0.16201969109528508,0.28935547920003274,0.16201969109528508,0.28935547920003274,2,2,2,2,-0.12733578810474766,-0.12733578810474766,both_fixed,both_instruction_fixed
exp_177,mha_with_lse_d128_causal,hopper-08,,0.04798619496800526,,0.04798619496800526,,2,,2,,,gemini_only,gemini_instruction_only
exp_178,mha_with_lse_d128_causal,hopper-08,0.3053883083431118,0.15808120694140299,0.3053883083431118,0.15808120694140299,3,2,3,2,0.14730710140170883,0.14730710140170883,both_fixed,both_instruction_fixed
exp_179,mha_with_lse_d128_causal,hopper-08,0.2842016409286808,0.1975163320931771,0.2842016409286808,0.1975163320931771,2,2,2,2,0.08668530883550368,0.08668530883550368,both_fixed,both_instruction_fixed
exp_180,mha_with_lse_d128_causal,hopper-08,,0.16063022690932147,,0.16063022690932147,,3,,3,,,gemini_only,gemini_instruction_only
exp_181,mha_with_lse_d128_causal,hopper-08,0.15525320804606127,0.3001802767135847,0.15525320804606127,0.3001802767135847,3,2,3,2,-0.14492706866752345,-0.14492706866752345,both_fixed,both_instruction_fixed
exp_182,mha_with_lse_d128_causal,hopper-08,0.3054737456160955,0.29065790511885486,0.3054737456160955,0.29065790511885486,1,2,1,2,0.014815840497240662,0.014815840497240662,both_fixed,both_instruction_fixed
exp_183,mha_with_lse_d128_causal,hopper-08,0.03086902471800869,0.035791101949922244,0.03086902471800869,0.035791101949922244,4,4,4,4,-0.004922077231913555,-0.004922077231913555,both_fixed,both_instruction_fixed
exp_184,mha_with_lse_d128_causal,hopper-08,0.07130020998924191,0.2311101592577377,0.07130020998924191,0.2311101592577377,3,3,3,3,-0.1598099492684958,-0.1598099492684958,both_fixed,both_instruction_fixed
exp_185,mha_with_lse_d128_causal,hopper-08,,0.1919587220950346,,0.1919587220950346,,1,,1,,,gemini_only,gemini_instruction_only
exp_186,mha_with_lse_d128_causal,hopper-08,0.20324964815916435,,0.20324964815916435,,0,,0,,,,glm_only,glm_instruction_only
exp_187,mha_with_lse_d128_causal,hopper-08,,0.21498526439496585,,0.21498526439496585,,1,,1,,,gemini_only,gemini_instruction_only
exp_188,mha_with_lse_d128_causal,hopper-08,,0.3624451473510886,,0.3624451473510886,,3,,3,,,gemini_only,gemini_instruction_only
exp_189,mha_with_lse_d128_causal,hopper-08,,,,,,,,,,,neither,neither_instruction_fixed
exp_190,mha_with_lse_d128_causal,hopper-08,,0.15651738770747278,,0.15651738770747278,,2,,2,,,gemini_only,gemini_instruction_only
exp_191,mha_with_lse_d128_causal,hopper-08,,,,,,,,,,,neither,neither_instruction_fixed
exp_192,mha_with_lse_d128_causal,hopper-09,,0.059750075232943914,,0.059750075232943914,,3,,3,,,gemini_only,gemini_instruction_only
exp_193,mha_with_lse_d128_causal,hopper-09,,,,,,,,,,,neither,neither_instruction_fixed
exp_194,mha_with_lse_d128_causal,hopper-09,,0.08668765398723494,,0.08668765398723494,,2,,2,,,gemini_only,gemini_instruction_only
exp_195,mha_with_lse_d128_causal,hopper-09,,,,,,,,,,,neither,neither_instruction_fixed
exp_196,mha_with_lse_d128_causal,hopper-09,,,,,,,,,,,neither,neither_instruction_fixed
exp_197,mha_with_lse_d128_causal,hopper-09,,,,,,,,,,,neither,neither_instruction_fixed
exp_198,mha_with_lse_d128_causal,hopper-09,0.04975387900580942,0.538995397863498,0.04975387900580942,0.538995397863498,2,2,2,2,-0.48924151885768863,-0.48924151885768863,both_fixed,both_instruction_fixed
exp_199,mha_with_lse_d128_causal,hopper-09,0.47577954474228107,,0.47577954474228107,,4,,4,,,,glm_only,glm_instruction_only
exp_200,mha_with_lse_d128_causal,hopper-09,0.30301667652450215,0.43216883584924887,0.30301667652450215,0.43216883584924887,3,2,3,2,-0.12915215932474672,-0.12915215932474672,both_fixed,both_instruction_fixed
exp_201,mha_with_lse_d128_causal,hopper-09,,0.40011991058288593,,0.40011991058288593,,4,,4,,,gemini_only,gemini_instruction_only
exp_202,mha_with_lse_d128_causal,hopper-09,,0.20308619785270987,,0.20308619785270987,,3,,3,,,gemini_only,gemini_instruction_only
exp_203,mha_with_lse_d128_causal,hopper-09,,0.455318459119804,,0.455318459119804,,0,,0,,,gemini_only,gemini_instruction_only
exp_204,mha_with_lse_d128_causal,hopper-09,,,,,,,,,,,neither,neither_instruction_fixed
exp_205,mha_with_lse_d128_causal,hopper-09,,0.1606855484606653,,0.1606855484606653,,1,,1,,,gemini_only,gemini_instruction_only
exp_206,mha_with_lse_d128_causal,hopper-09,,,,,,,,,,,neither,neither_instruction_fixed
exp_207,mha_with_lse_d128_causal,hopper-014,,0.5230731271422664,,0.5230731271422664,,1,,1,,,gemini_only,gemini_instruction_only
exp_208,mha_with_lse_d128_causal,hopper-014,,0.2701186088302594,,0.2701186088302594,,1,,1,,,gemini_only,gemini_instruction_only
exp_209,mha_with_lse_d128_causal,hopper-014,,,,,,,,,,,neither,neither_instruction_fixed
exp_210,mha_with_lse_d128_causal,hopper-014,,,,,,,,,,,neither,neither_instruction_fixed
exp_211,mha_with_lse_d128_causal,hopper-014,,0.007773805519036444,,0.007773805519036444,,1,,1,,,gemini_only,gemini_instruction_only
exp_212,mha_with_lse_d128_causal,hopper-014,,0.16717947885363302,,0.16717947885363302,,2,,2,,,gemini_only,gemini_instruction_only
exp_213,mha_with_lse_d128_causal,hopper-014,,,,,,,,,,,neither,neither_instruction_fixed
exp_214,mha_with_lse_d128_causal,hopper-014,0.03365166637546825,0.3445786787092497,,0.3445786787092497,1,2,,2,-0.31092701233378145,,both_fixed,gemini_instruction_only
exp_215,mha_with_lse_d128_causal,hopper-014,,,,,,,,,,,neither,neither_instruction_fixed
