stage_index,group,run,run_dir,definition,prompt_tag,prompt_tag_raw,replica,trajectory_id,turn,correctness,is_correct,speedup,arch_tag,is_shared_pair,is_matched_turn
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,2,exp_006,0,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,2,exp_006,1,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,2,exp_006,2,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,2,exp_006,3,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,2,exp_006,4,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,2,exp_006,5,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,2,exp_006,6,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,2,exp_006,7,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,3,exp_007,0,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,3,exp_007,1,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,3,exp_007,2,Numerical error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,3,exp_007,3,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,3,exp_007,4,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,3,exp_007,5,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,3,exp_007,6,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010-mha-patched,3,exp_007,7,Kernel Execution Timeout,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,0,exp_008,0,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,0,exp_008,1,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,0,exp_008,2,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,0,exp_008,3,Kernel Execution Timeout,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,0,exp_008,4,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,0,exp_008,5,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,0,exp_008,6,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,0,exp_008,7,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,1,exp_009,0,Extraction error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,1,exp_009,1,Kernel Execution Timeout,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,1,exp_009,2,Other error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,1,exp_009,3,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,1,exp_009,4,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,1,exp_009,5,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,1,exp_009,6,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,1,exp_009,7,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,2,exp_010,0,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,2,exp_010,1,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,2,exp_010,2,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,2,exp_010,3,Kernel Execution Timeout,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,2,exp_010,4,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,2,exp_010,5,Runtime error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,2,exp_010,6,Kernel Execution Timeout,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,2,exp_010,7,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,3,exp_011,0,Extraction error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,3,exp_011,1,Other error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,3,exp_011,2,Numerical error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,3,exp_011,3,Other error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,3,exp_011,4,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,3,exp_011,5,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,3,exp_011,6,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-011,hopper-011-mha-patched,3,exp_011,7,Compilation error,0,0.0,,0,0
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,0,exp_012,0,Numerical error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,0,exp_012,1,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,0,exp_012,2,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,0,exp_012,3,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,0,exp_012,4,Kernel Execution Timeout,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,0,exp_012,5,Runtime error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,0,exp_012,6,Runtime error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,0,exp_012,7,Runtime error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,1,exp_013,0,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,1,exp_013,1,Kernel Execution Timeout,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,1,exp_013,2,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,1,exp_013,3,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,1,exp_013,4,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,1,exp_013,5,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,1,exp_013,6,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,1,exp_013,7,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,2,exp_014,0,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,2,exp_014,1,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,2,exp_014,2,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,2,exp_014,3,Numerical error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,2,exp_014,4,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,2,exp_014,5,Numerical error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,2,exp_014,6,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,2,exp_014,7,Numerical error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,3,exp_015,0,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,3,exp_015,1,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,3,exp_015,2,Runtime error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,3,exp_015,3,Numerical error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,3,exp_015,4,Runtime error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,3,exp_015,5,Runtime error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,3,exp_015,6,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-012,hopper-012-mha-patched,3,exp_015,7,Runtime error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,0,exp_016,0,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,0,exp_016,1,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,0,exp_016,2,Kernel Execution Timeout,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,0,exp_016,3,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,0,exp_016,4,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,0,exp_016,5,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,0,exp_016,6,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,0,exp_016,7,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,1,exp_017,0,Runtime error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,1,exp_017,1,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,1,exp_017,2,Kernel Execution Timeout,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,1,exp_017,3,Runtime error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,1,exp_017,4,Runtime error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,1,exp_017,5,Kernel Execution Timeout,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,1,exp_017,6,Kernel Execution Timeout,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,1,exp_017,7,Compilation error,0,0.0,,1,1
0,regular-patched,qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,mha_bwd_d128,hopper-013,hopper-013-mha-patched,2,exp_018,0,Compilation error,0,0.0,,1,1
