definition,file,tensor,dtype,shape,numel,finite_count,nan_count,posinf_count,neginf_count,zero_count,min,max,mean,std,absmax,absmax_count,q001,q01,q50,q99,q999
fp8_mha_with_lse_d64,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64/fp8_mha_with_lse_d64_7834dd42df9c4cd4a5a9e1f3f8ad5fa1.safetensors,O,float8_e4m3fn,"[4, 48, 4096, 64]",50331648,50331648,0,0,0,47000,-384.0,352.0,0.008005790101985136,3.272189531627587,384.0,87,-3.25,-2.25,-0.001953125,2.25,3.25
fp8_mha_with_lse_d64,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64/fp8_mha_with_lse_d64_7834dd42df9c4cd4a5a9e1f3f8ad5fa1.safetensors,LSE,float32,"[4, 48, 4096]",786432,786432,0,0,0,0,18.30459213256836,12339.9208984375,113.49358807705721,369.3026176234984,12339.9208984375,1,25.684072494506836,30.208290100097656,52.80877685546875,1957.7757568359375,4627.4697265625
fp8_mha_with_lse_d64,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64/fp8_mha_with_lse_d64_a1144294ab3f4d45ac13d30f1b8ad4e4.safetensors,O,float8_e4m3fn,"[4, 48, 16384, 64]",201326592,201326592,0,0,0,181859,-352.0,288.0,0.004976438668866952,3.1442170968086867,352.0,308,-3.25,-2.25,-0.00390625,2.25,3.25
fp8_mha_with_lse_d64,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64/fp8_mha_with_lse_d64_a1144294ab3f4d45ac13d30f1b8ad4e4.safetensors,LSE,float32,"[4, 48, 16384]",3145728,3145728,0,0,0,0,29.064775466918945,17242.5,175.77667123345054,558.2418551118433,17242.5,1,38.3086051940918,43.63714599609375,68.0141372680664,3135.91845703125,6269.3876953125
fp8_mha_with_lse_d64,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64/fp8_mha_with_lse_d64_a9460aba5a4d4708b9a967b16d2fdff2.safetensors,O,float8_e4m3fn,"[4, 48, 4096, 64]",50331648,50331648,0,0,0,47000,-384.0,352.0,0.008005790101985136,3.272189531627587,384.0,87,-3.25,-2.25,-0.001953125,2.25,3.25
fp8_mha_with_lse_d64,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64/fp8_mha_with_lse_d64_a9460aba5a4d4708b9a967b16d2fdff2.safetensors,LSE,float32,"[4, 48, 4096]",786432,786432,0,0,0,0,18.30459213256836,12339.9208984375,113.49358807705721,369.3026176234984,12339.9208984375,1,25.684072494506836,30.208290100097656,52.80877685546875,1957.7757568359375,4627.4697265625
fp8_mha_with_lse_d64,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64/fp8_mha_with_lse_d64_cbe30f6962e84fb5881ea4ef1c883acc.safetensors,O,float8_e4m3fn,"[4, 48, 512, 64]",6291456,6291456,0,0,0,5192,-256.0,288.0,-0.024907445224622887,3.2652890220173236,288.0,8,-3.5,-2.25,0.001953125,2.25,3.25
fp8_mha_with_lse_d64,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64/fp8_mha_with_lse_d64_cbe30f6962e84fb5881ea4ef1c883acc.safetensors,LSE,float32,"[4, 48, 512]",98304,98304,0,0,0,0,6.614200115203857,8659.34375,43.987724069937634,151.94607327198156,8659.34375,1,7.3526411056518555,10.048707962036133,29.73164939880371,235.41036987304688,2479.5625
fp8_mha_with_lse_d64,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64/fp8_mha_with_lse_d64_d54715edd4dd4f6bbbab8530b870de26.safetensors,O,float8_e4m3fn,"[4, 48, 8192, 64]",100663296,100663296,0,0,0,102682,-352.0,320.0,0.007470877472466479,3.12266326341306,352.0,16,-3.25,-2.25,-0.001953125,2.25,3.25
fp8_mha_with_lse_d64,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64/fp8_mha_with_lse_d64_d54715edd4dd4f6bbbab8530b870de26.safetensors,LSE,float32,"[4, 48, 8192]",1572864,1572864,0,0,0,0,21.74976921081543,11962.1943359375,145.85476212374851,466.3810938430808,11962.1943359375,8,31.77577018737793,36.764923095703125,60.57411193847656,2591.54931640625,5382.98779296875
fp8_mha_with_lse_d64,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64/fp8_mha_with_lse_d64_f66cb8bcb0d04b0eb24688606e06703e.safetensors,O,float8_e4m3fn,"[4, 48, 8192, 64]",100663296,100663296,0,0,0,102682,-352.0,320.0,0.007470877472466479,3.12266326341306,352.0,16,-3.25,-2.25,-0.001953125,2.25,3.25
fp8_mha_with_lse_d64,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64/fp8_mha_with_lse_d64_f66cb8bcb0d04b0eb24688606e06703e.safetensors,LSE,float32,"[4, 48, 8192]",1572864,1572864,0,0,0,0,21.74976921081543,11962.1943359375,145.85476212374851,466.3810938430808,11962.1943359375,8,31.77577018737793,36.764923095703125,60.57411193847656,2591.54931640625,5382.98779296875
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_0db5b0bf91ff489cba4ab7278e5fc99f.safetensors,O,float8_e4m3fn,"[4, 48, 16384, 64]",201326592,201326592,0,0,0,207309,-352.0,448.0,0.0016838989977259189,3.1963676071731264,448.0,2,-3.5,-2.25,-0.001953125,2.25,3.5
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_0db5b0bf91ff489cba4ab7278e5fc99f.safetensors,LSE,float32,"[4, 48, 16384]",3145728,3145728,0,0,0,0,-24.431018829345703,13192.34765625,135.11694186703454,450.3285738010317,13192.34765625,4,3.5389411449432373,14.269125938415527,59.05632019042969,2473.279052734375,5496.2392578125
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_40a8b1e8fa0f4113861fc453cb504953.safetensors,O,float8_e4m3fn,"[4, 48, 16384, 64]",201326592,201326592,0,0,0,207309,-352.0,448.0,0.0016838989977259189,3.1963676071731264,448.0,2,-3.5,-2.25,-0.001953125,2.25,3.5
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_40a8b1e8fa0f4113861fc453cb504953.safetensors,LSE,float32,"[4, 48, 16384]",3145728,3145728,0,0,0,0,-24.431018829345703,13192.34765625,135.11694186703454,450.3285738010317,13192.34765625,4,3.5389411449432373,14.269125938415527,59.05632019042969,2473.279052734375,5496.2392578125
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_4951ce0b63464414aa10cc80bacd2101.safetensors,O,float8_e4m3fn,"[4, 48, 8192, 64]",100663296,100663296,0,0,0,92902,-320.0,320.0,0.00021334588139628372,3.0862063892495772,320.0,107,-3.25,-2.25,0.001953125,2.25,3.25
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_4951ce0b63464414aa10cc80bacd2101.safetensors,LSE,float32,"[4, 48, 8192]",1572864,1572864,0,0,0,0,-28.907011032104492,13671.4296875,104.50780482739891,356.78609500380094,13671.4296875,1,2.7175240516662598,7.7012763023376465,51.06256103515625,1879.821533203125,4781.26171875
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_59c1517d55da4de0b3b86d14762a948e.safetensors,O,float8_e4m3fn,"[4, 48, 2048, 64]",25165824,25165824,0,0,0,27138,-352.0,288.0,-0.015471352574725946,3.524074790535855,352.0,84,-3.5,-2.25,0.0,2.25,3.5
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_59c1517d55da4de0b3b86d14762a948e.safetensors,LSE,float32,"[4, 48, 2048]",393216,393216,0,0,0,0,-27.88580322265625,9268.0673828125,57.05964365667679,208.81920922655536,9268.0673828125,2,1.1340160369873047,3.826984405517578,35.543701171875,682.2171630859375,3228.173095703125
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_5bd24c1e907a428ead0d951a1a7ae3c1.safetensors,O,float8_e4m3fn,"[4, 48, 1024, 64]",12582912,12582912,0,0,0,13868,-352.0,288.0,-0.0043190475553274155,3.063788819517661,352.0,3,-3.5,-2.25,0.00390625,2.25,3.5
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_5bd24c1e907a428ead0d951a1a7ae3c1.safetensors,LSE,float32,"[4, 48, 1024]",196608,196608,0,0,0,0,-9.33144760131836,8388.482421875,40.679032115537815,150.68015473968586,8388.482421875,1,0.3974892497062683,2.9584593772888184,27.987712860107422,170.32276916503906,2475.349609375
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_5ebe6a0159c14171979076dcdcdd4821.safetensors,O,float8_e4m3fn,"[4, 48, 512, 64]",6291456,6291456,0,0,0,6642,-288.0,240.0,0.01037513775130113,2.947540958555705,288.0,1,-3.25,-2.25,-0.00390625,2.25,3.5
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_5ebe6a0159c14171979076dcdcdd4821.safetensors,LSE,float32,"[4, 48, 512]",98304,98304,0,0,0,0,-19.04317855834961,9771.96484375,29.785322473730407,113.1848162895403,9771.96484375,1,-0.22333961725234985,2.1737687587738037,21.239952087402344,88.38775634765625,1835.311767578125
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_6a495b1829824bbfa74290369b5a4d05.safetensors,O,float8_e4m3fn,"[4, 48, 4096, 64]",50331648,50331648,0,0,0,46050,-288.0,320.0,0.001400817302055657,3.30645037957018,320.0,35,-3.25,-2.25,-0.0,2.25,3.5
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_6a495b1829824bbfa74290369b5a4d05.safetensors,LSE,float32,"[4, 48, 4096]",786432,786432,0,0,0,0,-39.02451705932617,11751.2265625,78.70311197476813,277.81530079258965,11751.2265625,1,1.9530140161514282,4.926453113555908,43.277076721191406,1304.260498046875,3917.755126953125
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_77b567406f6d45da95517e0602396e5f.safetensors,O,float8_e4m3fn,"[4, 48, 8192, 64]",100663296,100663296,0,0,0,92902,-320.0,320.0,0.00021334588139628372,3.0862063892495772,320.0,107,-3.25,-2.25,0.001953125,2.25,3.25
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_77b567406f6d45da95517e0602396e5f.safetensors,LSE,float32,"[4, 48, 8192]",1572864,1572864,0,0,0,0,-28.907011032104492,13671.4296875,104.50780482739891,356.78609500380094,13671.4296875,1,2.7175240516662598,7.7012763023376465,51.06256103515625,1879.821533203125,4781.26171875
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_ae5284fc28c44bde8d41d055ac15727a.safetensors,O,float8_e4m3fn,"[4, 48, 1024, 64]",12582912,12582912,0,0,0,13868,-352.0,288.0,-0.0043190475553274155,3.063788819517661,352.0,3,-3.5,-2.25,0.00390625,2.25,3.5
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_ae5284fc28c44bde8d41d055ac15727a.safetensors,LSE,float32,"[4, 48, 1024]",196608,196608,0,0,0,0,-9.33144760131836,8388.482421875,40.679032115537815,150.68015473968586,8388.482421875,1,0.3974892497062683,2.9584593772888184,27.987712860107422,170.32276916503906,2475.349609375
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_c8df142213294decaff84443f03b3538.safetensors,O,float8_e4m3fn,"[4, 48, 2048, 64]",25165824,25165824,0,0,0,27138,-352.0,288.0,-0.015471352574725946,3.524074790535855,352.0,84,-3.5,-2.25,0.0,2.25,3.5
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_c8df142213294decaff84443f03b3538.safetensors,LSE,float32,"[4, 48, 2048]",393216,393216,0,0,0,0,-27.88580322265625,9268.0673828125,57.05964365667679,208.81920922655536,9268.0673828125,2,1.1340160369873047,3.826984405517578,35.543701171875,682.2171630859375,3228.173095703125
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_cca5e65782d4489ca029a580376070f4.safetensors,O,float8_e4m3fn,"[4, 48, 4096, 64]",50331648,50331648,0,0,0,46050,-288.0,320.0,0.001400817302055657,3.30645037957018,320.0,35,-3.25,-2.25,-0.0,2.25,3.5
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_cca5e65782d4489ca029a580376070f4.safetensors,LSE,float32,"[4, 48, 4096]",786432,786432,0,0,0,0,-39.02451705932617,11751.2265625,78.70311197476813,277.81530079258965,11751.2265625,1,1.9530140161514282,4.926453113555908,43.277076721191406,1304.260498046875,3917.755126953125
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_e7a2727261584e4e9efcaa7aca482dd6.safetensors,O,float8_e4m3fn,"[4, 48, 512, 64]",6291456,6291456,0,0,0,6642,-288.0,240.0,0.01037513775130113,2.947540958555705,288.0,1,-3.25,-2.25,-0.00390625,2.25,3.5
fp8_mha_with_lse_d64_causal,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d64_causal/fp8_mha_with_lse_d64_causal_e7a2727261584e4e9efcaa7aca482dd6.safetensors,LSE,float32,"[4, 48, 512]",98304,98304,0,0,0,0,-19.04317855834961,9771.96484375,29.785322473730407,113.1848162895403,9771.96484375,1,-0.22333961725234985,2.1737687587738037,21.239952087402344,88.38775634765625,1835.311767578125
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_199d604f675e455da76b908da5edd791.safetensors,O,float8_e4m3fn,"[4, 48, 2048, 128]",50331648,50331648,0,0,0,46114,-384.0,384.0,0.006409049926636119,3.1660230319808575,384.0,3,-3.25,-2.25,0.001953125,2.25,3.25
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_199d604f675e455da76b908da5edd791.safetensors,LSE,float32,"[4, 48, 2048]",393216,393216,0,0,0,0,13.924750328063965,9912.84375,91.82114208631538,281.75372669757434,9912.84375,1,19.11921501159668,22.297800064086914,38.555538177490234,1487.087890625,3346.80517578125
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_22e4a52d56b04a0dbb576495543d2e48.safetensors,O,float8_e4m3fn,"[4, 48, 16384, 128]",402653184,402653184,0,0,0,375889,-416.0,352.0,0.00011831731535494328,3.0668968029690364,416.0,44,-3.25,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_22e4a52d56b04a0dbb576495543d2e48.safetensors,LSE,float32,"[4, 48, 16384]",3145728,3145728,0,0,0,0,27.66023826599121,12652.0751953125,202.40402364509524,543.7589367440149,12652.0751953125,1,33.989681243896484,37.59790802001953,55.532012939453125,2899.205078125,4949.53857421875
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_3b41408947ed412a8b9d51217fa90925.safetensors,O,float8_e4m3fn,"[4, 48, 2048, 128]",50331648,50331648,0,0,0,46114,-384.0,384.0,0.006409049926636119,3.1660230319808575,384.0,3,-3.25,-2.25,0.001953125,2.25,3.25
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_3b41408947ed412a8b9d51217fa90925.safetensors,LSE,float32,"[4, 48, 2048]",393216,393216,0,0,0,0,13.924750328063965,9912.84375,91.82114208631538,281.75372669757434,9912.84375,1,19.11921501159668,22.297800064086914,38.555538177490234,1487.087890625,3346.80517578125
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_406f5b54757f489ba6165950f8b63d3e.safetensors,O,float8_e4m3fn,"[4, 48, 512, 128]",12582912,12582912,0,0,0,10938,-288.0,288.0,-0.012396497186273336,3.145412802679429,288.0,82,-3.25,-2.25,-0.00390625,2.25,3.25
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_406f5b54757f489ba6165950f8b63d3e.safetensors,LSE,float32,"[4, 48, 512]",98304,98304,0,0,0,0,6.808764457702637,5585.35009765625,44.43639749821159,143.68367585812672,5585.35009765625,1,9.504938125610352,12.226113319396973,27.34261703491211,557.7452392578125,2172.006591796875
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_45d836c5cdea4d89806b9d955b9c0cbe.safetensors,O,float8_e4m3fn,"[4, 48, 8192, 128]",201326592,201326592,0,0,0,192523,-288.0,352.0,-0.0006927479989826679,3.0518200777636055,352.0,92,-3.5,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_45d836c5cdea4d89806b9d955b9c0cbe.safetensors,LSE,float32,"[4, 48, 8192]",1572864,1572864,0,0,0,0,23.658464431762695,11381.53515625,167.56254300988317,459.09349417502887,11381.53515625,1,29.400171279907227,32.77769088745117,50.341758728027344,2483.85009765625,4552.61376953125
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_63217f44c5114a31af3b1b2ab5016871.safetensors,O,float8_e4m3fn,"[4, 48, 8192, 128]",201326592,201326592,0,0,0,192523,-288.0,352.0,-0.0006927479989826679,3.0518200777636055,352.0,92,-3.5,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_63217f44c5114a31af3b1b2ab5016871.safetensors,LSE,float32,"[4, 48, 8192]",1572864,1572864,0,0,0,0,23.658464431762695,11381.53515625,167.56254300988317,459.09349417502887,11381.53515625,1,29.400171279907227,32.77769088745117,50.341758728027344,2483.85009765625,4552.61376953125
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_8f46ada6161749dcb425c6165e67e466.safetensors,O,float8_e4m3fn,"[4, 48, 4096, 128]",100663296,100663296,0,0,0,92198,-384.0,384.0,0.008202386263292283,3.1857830139079337,384.0,27,-3.25,-2.25,0.0,2.25,3.5
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_8f46ada6161749dcb425c6165e67e466.safetensors,LSE,float32,"[4, 48, 4096]",786432,786432,0,0,0,0,18.72922134399414,8880.6181640625,127.0977132743598,362.95011986459684,8880.6181640625,1,24.053653717041016,27.428003311157227,44.275596618652344,1974.19091796875,3946.630126953125
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_9f542d6ba6fe42eaa95f6eb031f8053b.safetensors,O,float8_e4m3fn,"[4, 48, 4096, 128]",100663296,100663296,0,0,0,92198,-384.0,384.0,0.008202386263292283,3.1857830139079337,384.0,27,-3.25,-2.25,0.0,2.25,3.5
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_9f542d6ba6fe42eaa95f6eb031f8053b.safetensors,LSE,float32,"[4, 48, 4096]",786432,786432,0,0,0,0,18.72922134399414,8880.6181640625,127.0977132743598,362.95011986459684,8880.6181640625,1,24.053653717041016,27.428003311157227,44.275596618652344,1974.19091796875,3946.630126953125
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_b1230442b1df400eac1a0c7fab312fff.safetensors,O,float8_e4m3fn,"[4, 48, 1024, 128]",25165824,25165824,0,0,0,22013,-320.0,256.0,-0.006873821917300423,3.2056726148176877,320.0,5,-3.25,-2.25,0.0,2.25,3.25
fp8_mha_with_lse_d128,/home/ubuntu/accrl-training/blob/workloads/attention/fp8_mha_with_lse_d128/fp8_mha_with_lse_d128_b1230442b1df400eac1a0c7fab312fff.safetensors,LSE,float32,"[4, 48, 1024]",196608,196608,0,0,0,0,9.774702072143555,5840.2626953125,63.289350679183066,204.35478767419295,5840.2626953125,1,14.147183418273926,16.99948501586914,32.37773132324219,1050.36181640625,2805.203125
