group,run_dir,trajectory_id,trajectory_path,definition,prompt_tag,replica,n_turns,correct_turns,ever_correct,first_correct_turn,correct_then_regressed,outcome_sequence,system_chars,system_sha256,initial_user_sha256,model_name,sampling_signature,api_base,feedback_chars_mean,code_chars_initial,code_chars_mean,reasoning_chars_initial,reasoning_chars_mean,edit_similarity_mean,major_rewrites,tma_turns,wgmma_turns,mbarrier_turns,setmaxnreg_turns,extended_launch_turns,cluster_turns,feedback_precise_fault,feedback_primary_diagnostics,feedback_source_locations,feedback_core_dump
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128-causal,exp_014,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128-causal/trajectories/exp_014.json,mha_bwd_d128_causal,hopper-012,2,8,0,False,,False,extract -> compile -> extract -> compile -> runtime -> compile -> runtime -> runtime,86901,7b548a397a40eca77bd3d52e4ff8b97c3d14cf4f769a499dba00b4cf2a9a5c02,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,1995.875,0,18872.625,204323,91030.125,0.42959409227882134,3,6,6,6,2,0,6,3,3,3,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128-causal,exp_015,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128-causal/trajectories/exp_015.json,mha_bwd_d128_causal,hopper-012,3,8,0,False,,False,compile -> compile -> runtime -> runtime -> runtime -> runtime -> runtime -> extract,86901,7b548a397a40eca77bd3d52e4ff8b97c3d14cf4f769a499dba00b4cf2a9a5c02,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,2175.125,27097,24279.75,26436,39871.875,0.6242861556412541,3,7,7,7,0,5,7,5,5,5,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128-causal,exp_016,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128-causal/trajectories/exp_016.json,mha_bwd_d128_causal,hopper-013,0,8,0,False,,False,runtime -> runtime -> runtime -> runtime -> extract -> numeric -> compile -> compile,92909,9118cbdc2f1a2f837c47b9eb5f1f5700a21bbbfe9da373ed479ccf0ad293138c,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,2040.375,22852,19631.25,100711,79001.5,0.5010906054093858,2,7,7,7,1,3,7,4,4,4,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128-causal,exp_017,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128-causal/trajectories/exp_017.json,mha_bwd_d128_causal,hopper-013,1,8,3,True,1,True,numeric -> OK -> compile -> OK -> OK -> compile -> runtime -> runtime,92909,9118cbdc2f1a2f837c47b9eb5f1f5700a21bbbfe9da373ed479ccf0ad293138c,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,2336.875,26520,27502.875,88020,48273.25,0.8234015779408084,0,8,8,8,0,0,8,2,2,2,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128-causal,exp_018,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128-causal/trajectories/exp_018.json,mha_bwd_d128_causal,hopper-013,2,8,0,False,,False,runtime -> extract -> runtime -> compile -> numeric -> compile -> runtime -> numeric,92909,9118cbdc2f1a2f837c47b9eb5f1f5700a21bbbfe9da373ed479ccf0ad293138c,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,1939.625,27393,22842.25,61680,74286.375,0.5031685709765724,3,7,7,7,0,7,7,3,3,3,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128-causal,exp_019,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128-causal/trajectories/exp_019.json,mha_bwd_d128_causal,hopper-013,3,8,0,False,,False,compile -> numeric -> compile -> runtime -> numeric -> numeric -> numeric -> numeric,92909,9118cbdc2f1a2f837c47b9eb5f1f5700a21bbbfe9da373ed479ccf0ad293138c,33a26411f3b1a412b49ddad726c0f53851322c382ec76d1eaac4e1a97b858f82,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,3846.875,22027,22934.25,122498,87729.375,0.8222290637062734,0,8,8,8,0,0,8,1,1,1,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128,exp_004,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128/trajectories/exp_004.json,mha_with_lse_d128,hopper-07,0,8,0,False,,False,runtime -> runtime -> compile -> runtime -> runtime -> compile -> runtime -> runtime,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,1987.75,17472,17861.625,182617,81099.875,0.8048035153486877,0,8,8,8,0,1,8,6,6,6,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128,exp_005,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128/trajectories/exp_005.json,mha_with_lse_d128,hopper-07,1,8,0,False,,False,compile -> runtime -> compile -> runtime -> runtime -> runtime -> runtime -> runtime,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,3321.5,16257,15722,85040,78366.375,0.7578050874586987,0,8,8,8,1,0,8,6,6,6,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128,exp_006,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128/trajectories/exp_006.json,mha_with_lse_d128,hopper-07,2,8,0,False,,False,compile -> compile -> compile -> runtime -> runtime -> runtime -> runtime -> runtime,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,1593.5,19337,17450.625,85457,58328,0.822772980644482,0,8,8,8,8,0,8,5,5,5,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128,exp_007,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128/trajectories/exp_007.json,mha_with_lse_d128,hopper-07,3,8,0,False,,False,compile -> compile -> compile -> runtime -> runtime -> compile -> runtime -> compile,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,3585,15253,15087.625,152690,78133.75,0.7330857306338441,0,8,8,8,0,0,8,3,3,3,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128,exp_008,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128/trajectories/exp_008.json,mha_with_lse_d128,hopper-08,0,8,0,False,,False,runtime -> compile -> runtime -> runtime -> runtime -> runtime -> numeric -> runtime,90665,95f5cc290f1cd34e5e0f60c9f353225b32090a4b08cc5e8675bd63606b9ac939,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,1906.375,16262,16237.5,72749,75485.5,0.8053744209550785,0,8,8,8,3,0,8,6,6,6,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128,exp_009,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128/trajectories/exp_009.json,mha_with_lse_d128,hopper-08,1,8,0,False,,False,compile -> numeric -> extract -> runtime -> runtime -> numeric -> runtime -> timeout,90665,95f5cc290f1cd34e5e0f60c9f353225b32090a4b08cc5e8675bd63606b9ac939,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,2179.375,16792,15217.5,124183,78270,0.4761931558601578,2,7,7,7,0,0,7,3,4,4,1
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128,exp_010,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128/trajectories/exp_010.json,mha_with_lse_d128,hopper-08,2,8,0,False,,False,compile -> compile -> compile -> compile -> compile -> compile -> runtime -> compile,90665,95f5cc290f1cd34e5e0f60c9f353225b32090a4b08cc5e8675bd63606b9ac939,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,1117.125,15825,17503,43052,74764.25,0.7438520037103856,1,8,8,8,0,0,8,1,1,1,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128,exp_011,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128/trajectories/exp_011.json,mha_with_lse_d128,hopper-08,3,8,0,False,,False,runtime -> compile -> runtime -> extract -> runtime -> runtime -> runtime -> runtime,90665,95f5cc290f1cd34e5e0f60c9f353225b32090a4b08cc5e8675bd63606b9ac939,0ad9cf46673fc5689d44b04110b6681d821ff6a3ac0b460f075a62590b31415c,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,1734.625,16743,13848.5,25773,56478.875,0.5390144979397926,3,7,7,7,0,0,7,6,6,6,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128-causal,exp_004,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128-causal/trajectories/exp_004.json,mha_with_lse_d128_causal,hopper-07,0,8,0,False,,False,compile -> runtime -> runtime -> runtime -> runtime -> compile -> runtime -> runtime,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,1b08b7c166d5987949516991c4ab16680512822718c10b2fe52367cda15820b7,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,1782.5,16375,17201.5,106861,59808.25,0.7657458929184554,0,8,8,8,2,0,5,6,6,6,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128-causal,exp_005,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128-causal/trajectories/exp_005.json,mha_with_lse_d128_causal,hopper-07,1,8,0,False,,False,extract -> runtime -> runtime -> runtime -> runtime -> runtime -> runtime -> runtime,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,1b08b7c166d5987949516991c4ab16680512822718c10b2fe52367cda15820b7,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,1839.75,0,15404.75,49907,75499.625,0.5825653991120978,1,6,7,7,0,0,7,7,7,7,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128-causal,exp_006,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128-causal/trajectories/exp_006.json,mha_with_lse_d128_causal,hopper-07,2,8,0,False,,False,runtime -> runtime -> runtime -> runtime -> runtime -> runtime -> runtime -> runtime,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,1b08b7c166d5987949516991c4ab16680512822718c10b2fe52367cda15820b7,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,2604.125,17082,17746.75,101317,55536.5,0.7361290851381468,1,8,8,8,0,0,8,8,8,8,0
regular,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128-causal,exp_007,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-d128-causal/trajectories/exp_007.json,mha_with_lse_d128_causal,hopper-07,3,8,2,True,4,True,runtime -> compile -> timeout -> timeout -> OK -> timeout -> OK -> timeout,86094,b68ec43adac19b00c2c88cce5893472ba1d9be50073875c3460aefdfc900b5d7,1b08b7c166d5987949516991c4ab16680512822718c10b2fe52367cda15820b7,openai/qwen36-27b-SFT-2026-0624-0939,"{""drop_params"": true, ""extra_body"": {""min_p"": 0.0, ""repetition_penalty"": 1.0, ""top_k"": 20}, ""max_tokens"": 81920, ""presence_penalty"": 1.5, ""temperature"": 1.0, ""timeout"": 3600.0, ""top_p"": 0.95}",http://localhost:30022/v1,2177,16392,16204.75,18413,46902.75,0.8432891891748102,0,8,8,8,8,0,8,1,5,5,4
