mode,request_index,duration_s,instantaneous_requests_per_s,cumulative_runtime_s,cumulative_requests_per_s,rolling_requests_per_s,solution_latency_ms,reference_latency_ms,task_id,evaluation_status
reuse,25,0.39364474394824356,2.5403616214204554,10.795166054915171,2.3158513609540257,2.5349978463910103,0.8133746666666667,0.757859,9a173846696f4ff49001b48e639e6440,PASSED
reuse,26,0.39278786501381546,2.5459034992459024,11.187953919928987,2.3239280556640898,2.5349923262505833,0.8137693333333332,0.757859,da711cdbc21f4d77972c9c2bb0a8d2ed,PASSED
reuse,27,0.3938297079876065,2.539168528219484,11.581783627916593,2.331247143567725,2.534253397947316,0.8132469999999999,0.757859,83eec81b97844b3c920b3ede7cb8ec5d,PASSED
reuse,28,0.3925153990276158,2.547670747382943,11.974299026944209,2.3383414709282975,2.5337457941305486,0.8148201666666667,0.757859,4b9313e3310d4e31979b365afd5a332b,PASSED
reuse,29,0.39313296298496425,2.5436686672296314,12.367431989929173,2.344868362616812,2.5333539320995784,0.8157858333333333,0.757859,8f85ea65ddbc4feb8e9352e3f7b5ab34,PASSED
reuse,30,0.3947184769785963,2.533451202118986,12.76215046690777,2.350701010600834,2.540211687610291,0.814383,0.757859,873566d58abf4bd9a9d02878b0e4951f,PASSED
reuse,31,0.3931788440095261,2.5433718401587537,13.155329310917296,2.356459444483373,2.539440093642391,0.8135455,0.757859,2f1c38e0d2a648a086f9b8963c25d532,PASSED
reuse,32,0.39225058298325166,2.549390729758834,13.547579893900547,2.362045490826534,2.5415384992642203,0.8138975,0.757859,00309fa6a6464c3ba4eaeaa2e0aea832,PASSED
reuse,33,0.39538093202281743,2.529206441200584,13.942960825923365,2.3667856785945314,2.5406296477315404,0.8135083333333334,0.757859,c8a0e78ca44f4e6ab3a31205e0e6c08e,PASSED
reuse,34,0.392973328998778,2.5447019586489787,14.335934154922143,2.3716626787328217,2.5416753138562673,0.8132523333333334,0.757859,31246f1879554fd78a74fc94053c02d4,PASSED
reuse,35,0.3941713260137476,2.5369678969624565,14.73010548093589,2.3760861757098732,2.5413351813938054,0.8160686666666667,0.757859,af5ba7c1210e41f19ddefaae5d7ccad1,PASSED
reuse,36,0.39437825995264575,2.535636726324806,15.124483740888536,2.3802465338155776,2.5403084581644166,0.8144308333333333,0.757859,fffbd543057b4238805dc1c76fdd0ba5,PASSED
reuse,37,0.3923875149921514,2.548501065381762,15.516871255880687,2.384501320520881,2.5412394704851144,0.8147243333333334,0.757859,56f2153a49da4589980ccea93239af61,PASSED
reuse,38,0.39622347202384844,2.523828270173279,15.913094727904536,2.387970451364485,2.5388470891145425,0.8149271666666666,0.757859,0db2276c9beb46a293cb139bdf0c6f72,PASSED
reuse,39,0.39521697896998376,2.530255665144257,16.30831170687452,2.3914186030403224,2.537504496014204,0.8143458333333333,0.757859,2214c00cc82041678ca741752d076927,PASSED
reuse,40,0.3937024049810134,2.5399895640673718,16.702014111855533,2.3949207402241948,2.538158906291942,0.8144043333333334,0.757859,82be977db9e84ca6aac39e3323a082f9,PASSED
reuse,41,0.3941054239985533,2.537392126842869,17.096119535854086,2.398205037933582,2.5375621205922974,0.8144416666666666,0.757859,d253c82d72d447bf9423ccdbb7a7b84a,PASSED
reuse,42,0.40234689897624776,2.4854174408811196,17.498466434830334,2.400210335941204,2.531077492710443,0.8152366666666667,0.757859,18dcfe6a0556436e9754a5d298d982bb,PASSED
reuse,43,0.3956180180539377,2.527690737947285,17.89408445288427,2.4030287837983804,2.5309256161371287,0.8141168333333333,0.757859,8a3d6c8727ed4a4a88ff6809cc2dfad4,PASSED
reuse,44,0.39403072197455913,2.537873176458981,18.28811517485883,2.4059341041600613,2.5302484753494907,0.8141536666666666,0.757859,34cfee7c432c47c19b72e04ae9f7916c,PASSED
reuse,45,0.3928096449817531,2.5457623374967087,18.680924819840584,2.4088743161262833,2.5311205454340904,0.8155618333333333,0.757859,fc8d2ad6353344b691b72024575d486d,PASSED
reuse,46,0.3913693329668604,2.5551312168975593,19.072294152807444,2.4118755526444517,2.53304970517551,0.8147458333333333,0.757859,09442801d715418dbfbc0666d2cb0159,PASSED
reuse,47,0.39229053404415026,2.549131098553235,19.464584686851595,2.414641810043278,2.533111932985618,0.8157751666666666,0.757859,1013ea1fc5bb4e57a629d77044dc5a71,PASSED
reuse,48,0.39480189996538684,2.532915875246984,19.85938658681698,2.416993082347431,2.53402443547495,0.8149593333333334,0.757859,5b93b1fa550f423cb27004daed6849d8,PASSED
reuse,49,0.3945854249759577,2.5343054677220542,20.25397201179294,2.4192785480037986,2.5344300388795786,0.8153538333333333,0.757859,add41781de454c5d9baf66f9289f0075,PASSED
reuse,50,0.3948031799518503,2.5329076633120295,20.64877519174479,2.4214511289749328,2.533723171375905,0.8145273333333334,0.757859,68c9e3a9ca7c478e9ad6187690d3ae21,PASSED
reuse,51,0.4056855439557694,2.4649633562220963,21.05446073570056,2.422289539504705,2.5263107688614257,0.8149965,0.757859,7c938c870add49a788edc3771332a9b4,PASSED
reuse,52,0.397092531027738,2.518304732178776,21.451553266728297,2.424066889396435,2.5296686931611827,0.8163293333333334,0.757859,8dd144b9bd8f45188f18a1380804e83e,PASSED
reuse,53,0.39315813296707347,2.54350582157167,21.84471139969537,2.4262165349888347,2.5312438088015083,0.8157108333333335,0.757859,e7749a3948484226b5bdf2ee6c8cae55,PASSED
reuse,54,0.39483244001166895,2.5327199557626163,22.23954383970704,2.4281073563922226,2.530730236625477,0.8175089999999999,0.757859,c32db7853d59400c802d5d329f283c80,PASSED
reuse,55,0.39507782796863467,2.531146850588108,22.634621667675674,2.429905867547372,2.52927839054622,0.8161806666666666,0.757859,aefad6087a644a4695ce9ed73982d4d4,PASSED
reuse,56,0.3927271229913458,2.54629726712824,23.02734879066702,2.431890901079189,2.528410076633447,0.815626,0.757859,7e3f94b6c77c472c881cb5b436a868f3,PASSED
reuse,57,0.39437597000505775,2.5356514495220774,23.421724760672078,2.433638025484354,2.5270775897365048,0.8163246666666667,0.757859,42a8fc9246f94f7f91aa2fd2851f1ad4,PASSED
reuse,58,0.39422438701149076,2.5366264314106277,23.81594914768357,2.435342788160148,2.5274464503373726,0.816634,0.757859,c14bbb8b438b406d8b8727fab821d5ce,PASSED
reuse,59,0.3931755230296403,2.5433933228966876,24.20912467071321,2.43709761515561,2.5283474147189895,0.8158558333333333,0.757859,f82db73bb4f54e768f108174c0c407f1,PASSED
reuse,60,0.39440073096193373,2.5354922582446147,24.603525401675142,2.4386749061545006,2.52860470805212,0.8182181666666667,0.757859,c4e9338b74bc4f20814e91f9f750e1ba,PASSED
reuse,61,0.39306130999466404,2.5441323645249527,24.996586711669806,2.440333182430935,2.536702292356679,0.8157488333333335,0.757859,e6c473ae64794a70a30cca52dc2d8366,PASSED
reuse,62,0.392177689995151,2.5498645779987235,25.388764401664957,2.4420251028811046,2.5398688709542303,0.8154499999999999,0.757859,52649ec4512345029944664d26d814ca,PASSED
reuse,63,0.39341551798861474,2.541841778668577,25.782179919653572,2.4435482258028753,2.539702844432177,0.8169915,0.757859,ce30cff3d0b44926af5db795a8e32833,PASSED
reuse,64,0.3935982020338997,2.54066201225653,26.175778121687472,2.4450084999373503,2.540499188724283,0.8184423333333334,0.757859,db07862c556749c3a937ea705db19fcc,PASSED
reuse,65,0.40650863299379125,2.459972356885403,26.582286754681263,2.445237334164007,2.53314295402533,0.816917,0.757859,bbaddc5e048e41b9ac2415484eeaab61,PASSED
reuse,66,0.4134577589575201,2.418626760134747,26.995744513638783,2.4448297755468644,2.519909983299605,0.8149700000000001,0.757859,378f0c6db105458e98ef80c08b7450f0,PASSED
reuse,67,0.4122225809842348,2.425873899514118,27.407967094623018,2.4445446744988346,2.5086282173137624,0.8160421666666666,0.757859,a219574a94434f11ac3259585fcc4c21,PASSED
reuse,68,0.4112368289497681,2.431688821630682,27.819203923572786,2.4443546331093877,2.4979674189681726,0.8162183333333334,0.757859,9a6afd45e37d485fb3d9a3dd89488082,PASSED
reuse,69,0.4130620500072837,2.4209437782589,28.23226597358007,2.444012112402548,2.4856198793897875,0.816373,0.757859,a8cf4d77703d43bb96c93fc557b26f0d,PASSED
reuse,70,0.41365479299565777,2.4174747082176253,28.645920766575728,2.4436289051555473,2.473780790179075,0.8166073333333334,0.757859,da30ee6289fd40d5a1e52d8cec41f198,PASSED
reuse,71,0.41262358997482806,2.4235163095280243,29.058544356550556,2.4433433116547265,2.461867127689752,0.817141,0.757859,a1cb6dd13f1145df80234a31099ba85b,PASSED
reuse,72,0.4111836380325258,2.4320033860902246,29.46972799458308,2.443185088550343,2.4504016691924035,0.8166983333333334,0.757859,79c37922a020479abfad60134920da5c,PASSED
reuse,73,0.4142832969664596,2.4138071877924636,29.88401129154954,2.4427778214848486,2.4379354228249883,0.8187781666666667,0.757859,cadd217529ea4fea9f7932c20923d524,PASSED
reuse,74,0.41461433400399983,2.411879952009457,30.29862562555354,2.442355006940948,2.425508096193909,0.8218875,0.757859,e3e8b84f9ade4348a526851eb08fc1bb,PASSED
reuse,75,0.4126982719753869,2.423077749304556,30.711323897528928,2.442095959465772,2.4218721348443286,0.8185541666666666,0.757859,1918c8adcc064c90be3d5a6cd75f7766,PASSED
reuse,76,0.4136424529715441,2.417546827740124,31.124966350500472,2.44176970809088,2.42176380806904,0.8187143333333333,0.757859,c9fe5c6a1728403b85cf1b5efa4c4db5,PASSED
reuse,77,0.4165540389949456,2.400648910793862,31.541520389495417,2.4412266450428963,2.4192260959607865,0.8179941666666667,0.757859,b71f461f34cb49a8a4b9d6f0a2525e44,PASSED
reuse,78,0.41268410201882944,2.4231609483090124,31.954204491514247,2.440993329084868,2.4183793534466984,0.8175248333333333,0.757859,734db505b4124382a5e80c02b62d8a19,PASSED
reuse,79,0.4175191299873404,2.3950998365759215,32.37172362150159,2.4404014109254133,2.4157754108249296,0.8195358333333332,0.757859,2dacff22a34b4e8fbd364227ba8198a9,PASSED
reuse,80,0.4174231979995966,2.3956502772061232,32.789146819501184,2.4398317053013527,2.4135781809296124,0.8182665,0.757859,80fd4d7e0e7f4704ac21f920ecde41f9,PASSED
reuse,81,0.41754696099087596,2.3949401945757463,33.20669378049206,2.43926723134313,2.410713544281672,0.8181916666666668,0.757859,5d39badc22544f268447650696ae53f5,PASSED
reuse,82,0.41736413701437414,2.3959892844496116,33.624057917506434,2.4387300367248814,2.4071270663460256,0.8181436666666665,0.757859,5c6ce3ae100448ad8bb4938dd4e2cd39,PASSED
reuse,83,0.4182005950133316,2.3911969804063085,34.042258512519766,2.4381461050674704,2.404859419990605,0.8182024999999999,0.757859,b3ce609129ee4a2eae65b537357584e2,PASSED
reuse,84,0.41637760400772095,2.4016661568124515,34.45863611652749,2.437705303133308,2.403840091676978,0.8194291666666667,0.757859,db69f30da26146a0b05b3c8bd97d7a08,PASSED
reuse,85,0.41773010400356725,2.3938901946876694,34.876366220531054,2.437180509647307,2.400935986838205,0.8174128333333334,0.757859,6c6dc35cf0fa446f817342353267cd36,PASSED
reuse,86,0.4163656249875203,2.4017352537928005,35.292731845518574,2.4367623446219615,2.399367241739825,0.8198080000000001,0.757859,38abef9cec9f4a879186d69a184acb60,PASSED
reuse,87,0.41717741201864555,2.397061708497548,35.70990925753722,2.436298545945957,2.3990084218552608,0.8180211666666667,0.757859,eed284bc37a744048403a9a4d748da5a,PASSED
reuse,88,0.41737959696911275,2.3959005357753576,36.12728885450633,2.4358318265840015,2.396309091827235,0.8181756666666665,0.757859,c13f457b076a440ca12f6b7462754933,PASSED
reuse,89,0.4166745910188183,2.399954356599673,36.54396344552515,2.43542275135726,2.3967941493728295,0.8191674999999999,0.757859,3a66194d0a33418ba0598732fb12b08d,PASSED
reuse,90,0.4169491170323454,2.3983741880005556,36.960912562557496,2.435004813468071,2.3970665219264724,0.8179354999999999,0.757859,b3311ff0a7714057928071c9150c6b9d,PASSED
reuse,91,0.41760450100991875,2.3946102055452907,37.378517063567415,2.4345535122552273,2.3970334603023433,0.8192528333333334,0.757859,ef2963f83e1542319958d35ba7244759,PASSED
reuse,92,0.4149056919850409,2.4101862647766574,37.793422755552456,2.434286002489249,2.3984468590392085,0.8187301666666666,0.757859,5c6fad89a10e43e5b0c535045286d231,PASSED
reuse,93,0.3980419129948132,2.512298246373444,38.19146466854727,2.435099067478041,2.4100995766318136,0.8190398333333334,0.757859,3fb3d70be45f4abeb6572138cc628ef2,PASSED
reuse,94,0.39481352001894265,2.532841327095438,38.58627818856621,2.436099163040136,2.4226906852562435,0.8184583333333334,0.757859,74f87731a2604cd59d7804b967f51dbd,PASSED
reuse,95,0.3952214689925313,2.5302269194766276,38.98149965755874,2.4370534954926737,2.4359744094556093,0.8176956666666667,0.757859,5373652cd80e44e488b6cd11a05129c6,PASSED
reuse,96,0.3940022820024751,2.5380563658606374,39.37550193956122,2.4380641584545035,2.449317441261622,0.818101,0.757859,31c8cf4d39a84b4aa6abba85c1575e75,PASSED
reuse,97,0.3939063400030136,2.5386745488593796,39.76940827956423,2.439060679960986,2.463358149796214,0.8184635,0.757859,d27ebf46564f49488d84b542e71b69c1,PASSED
reuse,98,0.39491574198473245,2.5321857137785617,40.164324021548964,2.4399763319163803,2.477065367584002,0.8199568333333334,0.757859,5ae472488b354475a8c5073217ace2bb,PASSED
reuse,99,0.39469872700283304,2.533577971212515,40.5590227485518,2.440887213031653,2.490623237485375,0.8197118333333334,0.757859,479796992f8f413c87a28edf11aab289,PASSED
reuse,100,0.39614376897225156,2.5243360575742044,40.95516651752405,2.4416943820070083,2.5035964444788887,0.8187683333333333,0.757859,7973b3775f144904961afe7356d1dadc,PASSED
reuse,101,0.39634307398227975,2.5230666703783737,41.35150959150633,2.4424743134588143,2.5169944140790377,0.8183841666666667,0.757859,d5c198b3848943e8b05999fa51497261,PASSED
reuse,102,0.3954458339721896,2.5287913390189534,41.74695542547852,2.4432919469319803,2.529383423607074,0.8190560000000001,0.757859,607239fc728b4489833a7d8ec7203baf,PASSED
reuse,103,0.39343684900086373,2.541703967331755,42.14039227447938,2.444210754591807,2.532333078220506,0.8178608333333334,0.757859,d7952cdd2bc943d280c81091246ea970,PASSED
reuse,104,0.39587919297628105,2.526023134688755,42.53627146745566,2.444972171093322,2.531649877341442,0.8190983333333334,0.757859,10fd088c67464a38b0cfff0581200002,PASSED
reuse,105,0.39562660799128935,2.5276358561353827,42.93189807544695,2.4457339346021185,2.531390240214243,0.818992,0.757859,8e0bdd0af58f4d78a1c60fe657565620,PASSED
reuse,106,0.3945176029810682,2.53474114321836,43.32641567842802,2.446544408075206,2.531060068871104,0.8183895,0.757859,e72bb4f2181849f78e28c890977dab53,PASSED
reuse,107,0.3957089299801737,2.5271100150560244,43.722124608408194,2.4472735704939383,2.5299058085771278,0.8190345,0.757859,60de0defc81441b8ac68ae15ae4f487a,PASSED
reuse,108,0.4079736359999515,2.451138778977666,44.130098244408146,2.447309303547381,2.5215757221777384,0.818496,0.757859,233c76c1a8124ba2a9f96397bf8cc3c8,PASSED
reuse,109,0.39464954601135105,2.5338937041910032,44.5247477904195,2.448076753024389,2.5216069935323593,0.8203518333333332,0.757859,cc784d617a944960b4f9aee8c7ccb4cc,PASSED
reuse,110,0.3949486030032858,2.53197502762576,44.91969639342278,2.4488144139840267,2.5223671691294958,0.8189383333333334,0.757859,43555e78b5ee41c491eb67a5eb72c47b,PASSED
reuse,111,0.3952537199947983,2.5300204638508155,45.31495011341758,2.4495227231229664,2.5230604432478767,0.8191625,0.757859,5b8b0b4f0368451790d81634328a0750,PASSED
reuse,112,0.39436932100215927,2.535694200194961,45.70931943441974,2.4502661904798013,2.523745919717277,0.8194078333333333,0.757859,70a86637c2e4493f8aa3e48152f5cf08,PASSED
reuse,113,0.3953829020028934,2.5291938395269353,46.10470233642263,2.4509430551236897,2.5225070299113117,0.8194616666666666,0.757859,b4183e1d3437416088993889037075ad,PASSED
reuse,114,0.39726677600992844,2.5172001797980914,46.50196911243256,2.4515090903864856,2.5216244139707356,0.8183731666666666,0.757859,53b0e15d41ab4b3c9703e049aad3a236,PASSED
reuse,115,0.3962841319735162,2.523441943082471,46.89825324440608,2.452116913623365,2.5212063907590654,0.819408,0.757859,c7e0593159fa432f8cb5c23116166b2e,PASSED
reuse,116,0.39343442901736125,2.541719601148258,47.29168767342344,2.452862346572348,2.521895096382046,0.8183678333333333,0.757859,c7c37eb81fbd4ae6bf5c4cbb1cc86ed2,PASSED
reuse,117,0.39666428096825257,2.521023565719133,47.68835195439169,2.4534293009726307,2.521287643817684,0.8190185,0.757859,6bf5bded66d14459919d47d497da3f97,PASSED
reuse,118,0.3949880530126393,2.5317221429175754,48.08334000740433,2.4540724496640465,2.529569553171203,0.8188158333333333,0.757859,346eaf17d1ed425fbb4984eabcf670a8,PASSED
reuse,119,0.3949519529705867,2.531953551510791,48.47829196037492,2.454706945889677,2.529376066162113,0.8189865,0.757859,c48487b4685a49d59c95e739422b81dc,PASSED
reuse,120,0.3961450299830176,2.5243280220955167,48.874436990357935,2.4552712499516645,2.5286108544640844,0.8191948333333333,0.757859,2da86e783400454f95accf504d0fc9bc,PASSED
reuse,121,0.3951286370283924,2.530821373820455,49.26956562738633,2.455877141582562,2.5286908334520404,0.81896,0.757859,7f65538d61f349db86592b2a984324e7,PASSED
reuse,122,0.396202901029028,2.5239593082301397,49.665768528415356,2.456420259160994,2.5275189348894176,0.8205385,0.757859,a60bb52b84684edd9c49e44d133171fd,PASSED
reuse,123,0.39576079102698714,2.5267788590300486,50.06152931944234,2.4569764781882246,2.5272775491356856,0.8202031666666666,0.757859,4d6f914b35084b64a707c5a118c07645,PASSED
reuse,124,0.3954690149985254,2.5286431100138875,50.45699833444087,2.4575381828720526,2.5284263247294403,0.8192643333333334,0.757859,cc5c5d8682b448fb95a55812db72d00b,PASSED
reuse,125,0.39730626600794494,2.516949984322681,50.85430460044881,2.4580023457620306,2.527773049438637,0.8200376666666666,0.757859,46650ee46be046658e45d1b45a7ce9df,PASSED
reuse,126,0.39493599196430296,2.532055878286188,51.249240592413116,2.458573015785387,2.526813969313365,0.8199359999999999,0.757859,068db5fb799647afa803aa4fa3f1f222,PASSED
reuse,127,0.3983054580166936,2.510635945034146,51.64754605042981,2.4589745246752748,2.5257665467845563,0.8200321666666667,0.757859,4195d91c325441269cf5246e27cfe1ed,PASSED
reuse,128,0.3978295979904942,2.5136390179392687,52.045375648420304,2.4593923745439445,2.5239550842192147,0.8181493333333333,0.757859,e0544582e2954d739d738876a57a7882,PASSED
bypass,1,1.4774205079884268,0.6768553668999384,1.4774205079884268,0.6768553668999384,0.6768553668999384,0.8120891666666666,0.758057,ab2871f352a446819fa0e817cb0aa769,PASSED
bypass,2,0.9270739140338264,1.078662644760289,2.4044944220222533,0.8317756870976389,0.8317756870976389,0.8131291666666667,0.758537,addc241c921e4c62ba25a354a2e6d0b6,PASSED
bypass,3,0.9145481039886363,1.0934361961264594,3.3190425260108896,0.9038751316047938,0.9038751316047938,0.8140944999999999,0.7592946666666666,3d91cc7576144541b822fa9f7fb1966e,PASSED
bypass,4,0.9083887159940787,1.100850310437496,4.227431242004968,0.9462010783888934,0.9462010783888934,0.8129801666666667,0.7597266666666666,3344a0f01bfc42688bd5a4f166fe68ae,PASSED
bypass,5,0.9117968219798058,1.0967355620177273,5.139228063984774,0.9729087593990096,0.9729087593990096,0.8139245,0.7614758333333334,a331a0a0607142449c9efe5de35669c5,PASSED
bypass,6,0.9106150060542859,1.0981589292417013,6.04984307003906,0.991761262323332,0.991761262323332,0.8139775,0.7587451666666668,dbd21a4a998c41cab9eba4962ee9fe64,PASSED
bypass,7,0.938757085998077,1.065238297441782,6.988600156037137,1.0016312056360837,1.0016312056360837,0.8165965000000001,0.7594810000000001,3557711a7c904793a97de68f67b86fbd,PASSED
bypass,8,0.9085518890060484,1.1006526012443774,7.897152045043185,1.0130234234278634,1.0130234234278634,0.8145801666666667,0.7592789999999999,e8b5d2fa137046f3adb864d79b6807f1,PASSED
bypass,9,0.9410761879989877,1.0626132217055688,8.838228233042173,1.0183036421658624,1.0183036421658624,0.8165161666666666,0.7600735,0a9e3ba816ec44c4963b99232d745b9c,PASSED
bypass,10,0.9114699750207365,1.0971288439613707,9.74969820806291,1.0256727733100592,1.0256727733100592,0.8149858333333334,0.7597636666666666,840a0ee1f2484c2fb15439e7ef16ab49,PASSED
bypass,11,0.907125987985637,1.1023827045464754,10.656824196048547,1.032202445835477,1.0893953833850067,0.8149001666666668,0.759076,ba8fb5e293d5402399be0d722dd88f4e,PASSED
bypass,12,0.9132834050105885,1.0949503675569427,11.570107601059135,1.0371554365580413,1.091034479053893,0.8154711666666667,0.7604466666666667,925937b7e9c9459691839b21e78b719d,PASSED
bypass,13,0.9131013010046445,1.0951687385613675,12.48320890206378,1.0413988984715927,1.091206727338697,0.8146656666666666,0.7598280000000001,08ef61f3944b453a867365c03844b858,PASSED
bypass,14,0.908710643008817,1.1004603145055243,13.391919545072597,1.045406519422463,1.0911683958015093,0.8174281666666667,0.7607508333333334,1fb50ef8060e4cfaaee1e06c891b9ac5,PASSED
bypass,15,0.9120129669900052,1.0964756381703495,14.303932512062602,1.0486626658333573,1.091142661135937,0.8157856666666667,0.7597588333333333,73e0b8476a564cbb8a03d1bc30f2b9d4,PASSED
bypass,16,0.9244490969576873,1.081725325159543,15.228381609020289,1.0506697566944774,1.0894980674243537,0.8187935,0.7605855,5f78442500984690958e1ac54baf9d3d,PASSED
bypass,17,0.9073097019572742,1.102159491784086,16.135691310977563,1.053565023795071,1.0932437242192465,0.8170443333333334,0.7601053333333333,f0c0360c144c4ebb952eae2eba17feb7,PASSED
bypass,18,0.9098210090305656,1.099117287987801,17.04551232000813,1.055996420762988,1.09309206234101,0.8161911666666667,0.7595083333333333,28b036a634e04a04af13bca1abad8a5c,PASSED
bypass,19,0.9446518709883094,1.0585910330689172,17.99016419099644,1.0561326621748652,1.0926649886911253,0.816234,0.7605855,5cb367a0e2124a22ab92b7d4a21f68de,PASSED
bypass,20,0.9172262260108255,1.0902435752945834,18.907390417007264,1.057787434378566,1.0919781722116584,0.818778,0.7613588333333334,896a633aaabf45b08fe08ffb50246eb6,PASSED
bypass,21,0.9085222799913026,1.1006884718441612,19.815912696998566,1.0597543661554778,1.091811701455091,0.8182076666666666,0.7620415,d0eddde235b94fffb539b4beb79bd75e,PASSED
bypass,22,0.90929621696705,1.0997516335606143,20.725208913965616,1.061509203179871,1.092287202316638,0.8174926666666668,0.7602123333333334,3299bd224de44d088170ecd6f6b51d40,PASSED
bypass,23,0.9078290439792909,1.101528979086961,21.633037957944907,1.0631886304971359,1.092916593187325,0.8199353333333333,0.7605588333333332,0d45fc780bee4cfa820c7d8b590405a9,PASSED
bypass,24,0.9093573780264705,1.099677667068855,22.542395335971378,1.0646605936194673,1.0928393483042893,0.8177646666666667,0.7607563333333333,733a31eb210046259946cf4fcc542212,PASSED
bypass,25,0.9048030359554105,1.1052129140394273,23.44719837192679,1.0662254655520966,1.0937011078171295,0.8166021666666667,0.7604096666666665,c173af70865b4846827410491c33e294,PASSED
bypass,26,0.9074993259855546,1.1019291930756958,24.354697697912343,1.067555849901955,1.0957323746622514,0.8191353333333332,0.7609271666666668,301fcf31d68d47f0b3a3714f7e9ef6ea,PASSED
