suite,definition_name,seq_len,latency_ms,tflops,workload_uuid
mha_with_lse,mha_with_lse_d256,2048,1.2499301666666667,683.5163104161109,0bdb6ed3-05c2-4fb4-ae68-9b4fb66acdf9
mha_with_lse,mha_with_lse_d256,4096,5.012993833333334,661.8368337803887,2b241dd1-683b-48e4-8d4b-3062cea34523
mha_with_lse,mha_with_lse_d256,8192,20.202642666666666,656.0116031705436,6fdae708-0dd1-48fb-b52b-0f4f1abf2af9
mha_with_lse,mha_with_lse_d256,16384,79.92538016666667,664.1686847782914,e04c1871-6f48-464d-bd71-730056cc6696
mha_with_lse,mha_with_lse_d64_causal,512,0.044608499999999995,140.9351473313086,e94334ce-469f-4717-b46a-e9f623326647
mha_with_lse,mha_with_lse_d64_causal,1024,0.09746166666666667,264.6984288756651,f3b866cd-66f3-4385-8a8e-1747ba640fce
mha_with_lse,mha_with_lse_d64_causal,2048,0.279073,368.95394878464043,2e552518-49fd-4d12-875e-ae7378c2af1b
mha_with_lse,mha_with_lse_d64_causal,4096,0.9518011666666665,431.812247811485,b69f7675-568f-40f2-9a4b-8bbe374b4a59
mha_with_lse,mha_with_lse_d64_causal,8192,3.720164666666667,445.44060319028523,8d671934-1c11-4691-ad0a-118782cc6169
mha_with_lse,mha_with_lse_d64_causal,16384,14.691501,451.64666095691473,7d762110-27a6-42ff-a687-e7df25162fa2
mha_with_lse,mha_with_lse_d96_causal,512,0.05771216666666667,167.9116004784066,382f7fbe-ecd0-4a2a-b324-6f0ef517b9d6
mha_with_lse,mha_with_lse_d96_causal,1024,0.1337816666666667,293.05143757652337,ebf9c9e8-0461-4b5f-a1d4-17994ded493b
mha_with_lse,mha_with_lse_d96_causal,2048,0.3853236666666667,400.8704934289614,c5567088-4398-4b78-82da-8ec750193187
mha_with_lse,mha_with_lse_d96_causal,4096,1.350623,461.2719611695671,982c9922-961f-452f-ab9e-574fdcd4e28c
mha_with_lse,mha_with_lse_d96_causal,8192,5.450279666666667,458.21259187811984,d6b88fa6-4ce6-4000-84d2-b4d175b48bab
mha_with_lse,mha_with_lse_d96_causal,16384,21.472605166666668,461.05356844026846,8cf3f88c-a9ce-452e-bab5-e2fe092df63f
mha_with_lse,mha_with_lse_d128_causal,512,0.06089583333333334,213.79874205404332,8c1722c8-944f-4053-ad77-380cb64c958f
mha_with_lse,mha_with_lse_d128_causal,1024,0.13553633333333334,379.69638462048493,87694309-729f-4509-bdd5-d25b6523ba99
mha_with_lse,mha_with_lse_d128_causal,2048,0.3928603333333333,526.5571116988467,00fc7dc5-c57b-4920-9422-367cea0166ce
mha_with_lse,mha_with_lse_d128_causal,4096,1.370862833333333,592.7571153752939,6d2f67a7-225a-4af5-87d3-cbb99b496325
mha_with_lse,mha_with_lse_d128_causal,8192,5.605306166666668,588.6156115997718,d4cd3a7b-9942-46dc-9ea5-b670bfce976c
mha_with_lse,mha_with_lse_d128_causal,16384,22.413042,593.3150119909388,8e48d081-4b1a-4a6d-aaa5-69c86f34cbdb
mha_with_lse,mha_with_lse_d256_causal,512,0.10014983333333334,257.6971787694041,e1ffd797-a856-411f-ac64-120e8930fda9
mha_with_lse,mha_with_lse_d256_causal,1024,0.2301345,448.49094398171457,a21dd0ef-57b3-4eab-ad2a-e6a162f1ef3c
mha_with_lse,mha_with_lse_d256_causal,2048,0.7090663333333334,585.1856861968957,75e0cf7f-33f7-4ce4-9513-661a0ba97813
mha_with_lse,mha_with_lse_d256_causal,4096,2.7317746666666665,602.4492739169772,537d3abe-1ece-444f-9a65-ce1e1a67ab8b
mha_with_lse,mha_with_lse_d256_causal,8192,10.357276666666666,636.3907952505896,a8cae80f-c12e-4ae4-b377-175065e35222
mha_with_lse,mha_with_lse_d256_causal,16384,40.81839,648.6527446992266,bd46cbdf-f5aa-4a26-bd2b-1116031f5e39
mha_bwd,mha_bwd_d64,512,0.1476005,216.59592806640646,38baf03a-bcd4-5486-935c-ef1486693d52
mha_bwd,mha_bwd_d64,1024,0.40697700000000003,323.389019447411,51b6b28d-e9a8-5f7f-a437-304e13b97712
mha_bwd,mha_bwd_d64,2048,1.280149,411.14165311473687,eafa3dc1-27c3-5f1c-a1f3-626c0f45052c
mha_bwd,mha_bwd_d64,4096,4.743558,431.3509545836253,d3bcb902-6a13-5ada-9251-fa841b10cd0b
mha_bwd,mha_bwd_d64,8192,18.5108485,451.02735428770916,bd30c48b-b4c2-5545-a770-66846f074789
mha_bwd,mha_bwd_d64,16384,74.739446,442.02400057440406,292082f0-8217-50f2-9468-c1b63678ca3c
mha_bwd,mha_bwd_d96,512,0.21551499999999998,224.70513244265732,02cd8b5b-bb29-5737-ad07-f35e5f4020a5
mha_bwd,mha_bwd_d96,1024,0.596914,324.6817609916386,a259be90-cba9-5c0c-87c7-b58030342126
mha_bwd,mha_bwd_d96,2048,1.9481991666666667,402.24381711528997,b896a45f-f8c6-5d18-abb3-3f0c3ee933ae
mha_bwd,mha_bwd_d96,4096,7.344359999999999,422.9789664187789,082481a9-4a67-5c62-8093-560bb80e4c24
mha_bwd,mha_bwd_d96,8192,29.293251666666666,423.49825183516543,ca7b8ebc-8805-5eef-93ad-786698bae9ce
mha_bwd,mha_bwd_d96,16384,115.41028116666666,431.7761472191852,f1742011-c9a0-5e3f-b416-73ca495cd306
mha_bwd,mha_bwd_d128,512,0.239648,267.4192628013549,05daa99e-2002-5928-bd13-5deb1807042c
mha_bwd,mha_bwd_d128,1024,0.6377455,405.29679567743045,715e94e7-2b8b-51ea-95b2-09732c3b0169
mha_bwd,mha_bwd_d128,2048,2.05452,493.7026573312027,f5645ae3-e24f-5534-9d30-c46b68a8ffea
mha_bwd,mha_bwd_d128,4096,7.752544,529.9592905802336,38c3b07c-f006-5f5e-9860-ba214c805a6b
mha_bwd,mha_bwd_d128,8192,30.917246,536.5129223553894,ed721917-b592-5a22-8353-a23428a17123
mha_bwd,mha_bwd_d128,16384,121.075733,542.3221365717441,fb70f32b-37bd-5d0c-b14d-a7f5f6d762ca
mha_bwd,mha_bwd_d64_causal,512,0.1317125,121.544670369476,321d43e9-2f96-547d-9af0-f1174bda6395
mha_bwd,mha_bwd_d64_causal,1024,0.306578,209.1691269537211,c4f6b939-51f4-5e23-923c-38fe7540a177
mha_bwd,mha_bwd_d64_causal,2048,0.839359,308.67086387175874,0dbcbc16-aa2c-5f25-a22c-80d4ee9a4e0c
mha_bwd,mha_bwd_d64_causal,4096,2.6701354999999998,380.7360957742515,5799ea50-77aa-56cb-9f62-a4c1f5473770
mha_bwd,mha_bwd_d64_causal,8192,9.9484075,418.48813758572174,8361ce91-71dd-52c6-88c2-a34b0e560b50
mha_bwd,mha_bwd_d64_causal,16384,38.571788999999995,430.2530674336191,d42b55d6-f71b-5f90-99a4-44f71cebe7b6
mha_bwd,mha_bwd_d96_causal,512,0.17745683333333337,135.25947644917056,c2474a6e-35d9-5e68-b249-c53aef561b99
mha_bwd,mha_bwd_d96_causal,1024,0.4251323333333333,229.68431014758224,15013b6d-0805-508a-90f5-c1af06b3e8b8
mha_bwd,mha_bwd_d96_causal,2048,1.2052103333333335,322.5798938049947,34baaa30-c643-503a-b56b-ba7e52d8ad2a
mha_bwd,mha_bwd_d96_causal,4096,4.178636,367.97506385371105,3a45eb5c-3362-5705-bd42-80324d26a471
mha_bwd,mha_bwd_d96_causal,8192,15.445353833333334,403.1566880325071,faf10b5a-e821-59e0-b623-4f83322e7951
mha_bwd,mha_bwd_d96_causal,16384,60.38942016666667,416.22077192975735,0f84231c-4f98-54ee-a874-e5247418270f
mha_bwd,mha_bwd_d128_causal,512,0.214017,151.5321729067585,01e3a2d0-edaa-5507-b408-db0991df67de
mha_bwd,mha_bwd_d128_causal,1024,0.468785,274.4265301871482,21c612ba-2d4c-56e4-9ee9-599a164391c6
mha_bwd,mha_bwd_d128_causal,2048,1.2899405000000002,401.29755071150277,16fa95d6-5eff-531e-8269-7a45a2649f6a
mha_bwd,mha_bwd_d128_causal,4096,4.544847000000001,453.2023768860631,c119b3f0-c051-5e96-9c2a-2268d992fe1a
mha_bwd,mha_bwd_d128_causal,8192,16.542651499999998,501.2017902200725,a2cb14f5-8a7c-53d0-8a23-6e25e6033830
mha_bwd,mha_bwd_d128_causal,16384,63.64264,519.312441900695,939253d7-771f-5421-b0dc-f9b55561722c
fp8_mha_with_lse,fp8_mha_with_lse_d64,512,0.0597115,217.65036972972976,6aa03733-841d-439b-a1db-e781e62cf80e
fp8_mha_with_lse,fp8_mha_with_lse_d64,1024,0.14164900000000002,363.81584278292297,207b2227-b9f7-4c1c-b698-3ab398ef5afc
fp8_mha_with_lse,fp8_mha_with_lse_d64,2048,0.42229,489.56480076370417,16e200af-9994-4284-acb1-25d7fbce313a
fp8_mha_with_lse,fp8_mha_with_lse_d64,4096,1.4619225,555.1971157537978,7834dd42-df9c-4cd4-a5a9-e1f3f8ad5fa1
fp8_mha_with_lse,fp8_mha_with_lse_d64,8192,5.7078895,578.7812092123238,f66cb8bc-b0d0-4b0e-b246-88606e06703e
fp8_mha_with_lse,fp8_mha_with_lse_d64,16384,22.570439,587.3956629481511,a1144294-ab3f-4d45-ac13-d30f1b8ad4e4
fp8_mha_with_lse,fp8_mha_with_lse_d96,512,0.065931,292.6014947277586,c258b745-004f-4fbb-843e-2be9db937c70
fp8_mha_with_lse,fp8_mha_with_lse_d96,1024,0.16222483333333335,477.67218044295157,e99fcf06-3670-421c-97c3-cf75a9419154
fp8_mha_with_lse,fp8_mha_with_lse_d96,2048,0.4923036666666667,627.5048766304196,e76c7856-bf3d-4920-8eb1-4adcbced4f0b
fp8_mha_with_lse,fp8_mha_with_lse_d96,4096,1.7088706666666669,719.8621797300555,a5d40e36-19f7-4610-ae0b-277c1e6a107c
fp8_mha_with_lse,fp8_mha_with_lse_d96,8192,6.714177333333333,741.5267035701013,e561e772-85c4-4a81-b343-1dd13cd31879
fp8_mha_with_lse,fp8_mha_with_lse_d96,16384,26.820653500000002,738.4407567863016,4606d97c-56b9-4a28-86ec-72711bfd4edd
fp8_mha_with_lse,fp8_mha_with_lse_d128,512,0.063264,404.57809069714506,406f5b54-757f-489b-a616-5950f8b63d3e
fp8_mha_with_lse,fp8_mha_with_lse_d128,1024,0.15448,661.5062737301462,b1230442-b1df-400e-ac1a-0c7fab312fff
fp8_mha_with_lse,fp8_mha_with_lse_d128,2048,0.45804900000000004,897.024494568144,199d604f-675e-455d-a76b-908da5edd791
fp8_mha_with_lse,fp8_mha_with_lse_d128,4096,1.6514,996.5365195965318,8f46ada6-1617-49dc-b425-c6165e67e466
fp8_mha_with_lse,fp8_mha_with_lse_d128,8192,6.693678,985.1364634252731,45d836c5-cdea-4d89-806b-9d955b9c0cbe
fp8_mha_with_lse,fp8_mha_with_lse_d128,16384,27.256314,970.8916089469653,22e4a52d-56b0-4a0d-bb57-6495543d2e48
fp8_mha_with_lse,fp8_mha_with_lse_d256,512,0.08737650000000001,589.3530014122167,2d7495d7-8f8f-4b05-8534-e30bb974c782
fp8_mha_with_lse,fp8_mha_with_lse_d256,1024,0.24106183333333334,861.5385877780611,09db219e-0619-49a2-9fa6-b3c05a6b4197
fp8_mha_with_lse,fp8_mha_with_lse_d256,2048,0.7807811666666667,1059.3198554385983,1234a392-25d9-4ecd-89ef-a960736ed4cd
fp8_mha_with_lse,fp8_mha_with_lse_d256,4096,3.0593958333333333,1086.1921959728825,4b431b40-99ba-4dc9-bcec-2627a07ffc2c
fp8_mha_with_lse,fp8_mha_with_lse_d256,8192,12.043908666666667,1090.178743822479,274c28db-4e35-47cf-bb51-f83a34ec4f2f
fp8_mha_with_lse,fp8_mha_with_lse_d256,16384,48.640174333333334,1090.8130226528497,c581f31c-b175-4f5b-a1a2-41c22b964c1d
fp8_mha_with_lse,fp8_mha_with_lse_d64_causal,512,0.05184,125.71126568841711,5ebe6a01-59c1-4171-9790-76dcdcdd4821
fp8_mha_with_lse,fp8_mha_with_lse_d64_causal,1024,0.102304,251.657011206,ae5284fc-28c4-4bde-8d41-d055ac15727a
fp8_mha_with_lse,fp8_mha_with_lse_d64_causal,2048,0.2804815,367.13175280746805,59c1517d-55da-4de0-b3b8-6d14762a948e
fp8_mha_with_lse,fp8_mha_with_lse_d64_causal,4096,0.9263545,442.17138820481256,cca5e657-82d4-489c-a029-a580376070f4
fp8_mha_with_lse,fp8_mha_with_lse_d64_causal,8192,3.432299,476.87266258648606,77b56740-6f6d-45da-9551-7e0602396e5f
fp8_mha_with_lse,fp8_mha_with_lse_d64_causal,16384,11.387377,585.5043686183628,0db5b0bf-91ff-489c-ba4a-b7278e5fc99f
fp8_mha_with_lse,fp8_mha_with_lse_d96_causal,512,0.05841666666666667,166.47590232305745,cc8e16ad-aa70-4b21-9b1d-7355353fba3b
fp8_mha_with_lse,fp8_mha_with_lse_d96_causal,1024,0.1214885,316.52186858094285,a6ab65b4-6c05-4ab9-ae49-1f83c5828988
fp8_mha_with_lse,fp8_mha_with_lse_d96_causal,2048,0.34862400000000004,445.80343496728244,047a97a4-3cdf-4cdb-8d52-bab95ea124a1
fp8_mha_with_lse,fp8_mha_with_lse_d96_causal,4096,1.1354646666666668,545.9300975216344,abc15470-685f-4ad5-b0a2-81f2530afa98
fp8_mha_with_lse,fp8_mha_with_lse_d96_causal,8192,4.3467009999999995,568.8758578884895,d437b7f4-0664-49d1-91db-ab7514527ac4
fp8_mha_with_lse,fp8_mha_with_lse_d96_causal,16384,13.618047333333331,734.304461004904,d6d8973c-6a5f-4221-9923-219969a94848
fp8_mha_with_lse,fp8_mha_with_lse_d128_causal,512,0.059713,212.9876667548268,4fcd24d6-8572-4b43-978d-ef26d3b73b47
fp8_mha_with_lse,fp8_mha_with_lse_d128_causal,1024,0.132097,390.97138659353914,b8dcd2a9-29fc-4502-b3c6-f606f70a6f77
fp8_mha_with_lse,fp8_mha_with_lse_d128_causal,2048,0.3709615,552.3348494115189,f72fea9e-3015-4026-9e8d-92932fb4ca0d
fp8_mha_with_lse,fp8_mha_with_lse_d128_causal,4096,1.2372874999999999,667.1756072837776,504c5595-5bf7-4234-98a4-ee6254af8c8f
fp8_mha_with_lse,fp8_mha_with_lse_d128_causal,8192,4.603695,717.9947215545353,905e9f07-b438-4665-9d3a-ddba30ac112f
fp8_mha_with_lse,fp8_mha_with_lse_d128_causal,16384,13.917774000000001,948.4262919987784,5a4a16aa-8988-4864-9706-7e36c606a197
fp8_mha_with_lse,fp8_mha_with_lse_d256_causal,512,0.08348833333333334,309.01762476316867,f6eef5d1-66f4-45f1-b0dc-49b58d065128
fp8_mha_with_lse,fp8_mha_with_lse_d256_causal,1024,0.21257133333333333,486.8826071058574,cf7c1bd8-7c6c-4b31-bcb7-1a203d15c004
fp8_mha_with_lse,fp8_mha_with_lse_d256_causal,2048,0.66461,620.1007296616257,14e3ccc2-285f-4649-b427-84072207367b
fp8_mha_with_lse,fp8_mha_with_lse_d256_causal,4096,2.3389081666666667,706.3005403160906,7cee2ef9-ae19-4124-960e-9136c99de9d8
fp8_mha_with_lse,fp8_mha_with_lse_d256_causal,8192,8.8929995,740.917928866267,344d34b0-be39-4a30-bb06-28eb933c91a9
fp8_mha_with_lse,fp8_mha_with_lse_d256_causal,16384,25.151059500000002,1054.496258946505,a9e6fcb7-23c3-4c45-b8e5-31bee4640655
