run,exp,task_definition,task_dim,task_family,feedback_after_turn,retrieved_definition,retrieved_dim,retrieved_family,bm25,best_fixed_kernel_path,retrieved_speedup,next_status,next_speedup
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_003,mha_bwd_d128,d128,bwd,1,mha_bwd_d128,d128,bwd,64.0,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_041/kernel_v0.cu,0.5469749415886447,PASSED,0.549
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_003,mha_bwd_d128,d128,bwd,3,mha_bwd_d128,d128,bwd,264.674,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_041/kernel_v0.cu,0.5469749415886447,PASSED,0.546
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128,exp_003,mha_bwd_d128,d128,bwd,7,mha_bwd_d128,d128,bwd,273.249,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_041/kernel_v0.cu,0.5469749415886447,PASSED,0.549
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,mha_bwd_d128_causal,d128,bwd,1,mha_bwd_d128_causal,d128,bwd,127.656,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,mha_bwd_d128_causal,d128,bwd,2,mha_bwd_d128,d128,bwd,75.401,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,mha_bwd_d128_causal,d128,bwd,3,mha_bwd_d128,d128,bwd,479.481,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,mha_bwd_d128_causal,d128,bwd,4,mha_bwd_d128,d128,bwd,478.637,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,mha_bwd_d128_causal,d128,bwd,5,mha_bwd_d128,d128,bwd,478.637,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,mha_bwd_d128_causal,d128,bwd,6,mha_bwd_d128,d128,bwd,492.469,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,mha_bwd_d128_causal,d128,bwd,7,mha_bwd_d128,d128,bwd,478.637,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_000,mha_bwd_d128_causal,d128,bwd,8,mha_bwd_d128,d128,bwd,478.637,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,mha_bwd_d128_causal,d128,bwd,1,mha_bwd_d128_causal,d128,bwd,58.667,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_074/kernel_v0.cu,0.16992739982296007,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,mha_bwd_d128_causal,d128,bwd,2,mha_bwd_d128_causal,d128,bwd,83.652,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_074/kernel_v0.cu,0.16992739982296007,PASSED,0.173
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,mha_bwd_d128_causal,d128,bwd,4,mha_with_lse_d128,d128,fwd,206.68,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,mha_bwd_d128_causal,d128,bwd,5,mha_with_lse_d128,d128,fwd,220.184,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,mha_bwd_d128_causal,d128,bwd,6,mha_with_lse_d128,d128,fwd,220.184,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_001,mha_bwd_d128_causal,d128,bwd,7,mha_with_lse_d128,d128,fwd,220.184,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,PASSED,0.173
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,mha_bwd_d128_causal,d128,bwd,1,mha_bwd_d128_causal,d128,bwd,103.135,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_074/kernel_v0.cu,0.16992739982296007,PASSED,0.17
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,mha_bwd_d128_causal,d128,bwd,3,mha_with_lse_d128,d128,fwd,203.787,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,PASSED,0.089
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,mha_bwd_d128_causal,d128,bwd,5,mha_with_lse_d128,d128,fwd,218.18,/home/ubuntu/AccRL-exps/eval_runs/test-fixit-qwen36-27b-gemini/success/exp_010/kernel_v1.cu,0.31027020244804865,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,mha_bwd_d128_causal,d128,bwd,6,mha_bwd_d128_causal,d128,bwd,216.91,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_107/kernel_v0.cu,0.009690682471532845,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,mha_bwd_d128_causal,d128,bwd,7,mha_bwd_d128_causal,d128,bwd,220.729,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_107/kernel_v0.cu,0.009690682471532845,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_002,mha_bwd_d128_causal,d128,bwd,8,mha_bwd_d128_causal,d128,bwd,987.188,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_107/kernel_v0.cu,0.009690682471532845,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,mha_bwd_d128_causal,d128,bwd,1,mha_bwd_d128,d128,bwd,82.302,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_007/kernel_v0.cu,0.21441752313782178,PASSED,0.098
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,mha_bwd_d128_causal,d128,bwd,3,mha_bwd_d128,d128,bwd,229.794,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_009/kernel_v0.cu,0.05481790546518846,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,mha_bwd_d128_causal,d128,bwd,4,mha_bwd_d128,d128,bwd,413.856,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_009/kernel_v0.cu,0.05481790546518846,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,mha_bwd_d128_causal,d128,bwd,5,mha_bwd_d128,d128,bwd,389.793,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_009/kernel_v0.cu,0.05481790546518846,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,mha_bwd_d128_causal,d128,bwd,6,mha_bwd_d128,d128,bwd,413.856,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_009/kernel_v0.cu,0.05481790546518846,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,mha_bwd_d128_causal,d128,bwd,7,mha_bwd_d128,d128,bwd,397.465,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_009/kernel_v0.cu,0.05481790546518846,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d128-causal,exp_003,mha_bwd_d128_causal,d128,bwd,8,mha_bwd_d128,d128,bwd,413.856,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_009/kernel_v0.cu,0.05481790546518846,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_000,mha_bwd_d96,d96,bwd,1,mha_bwd_d128_causal,d128,bwd,144.812,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,0.1593596889916959,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_000,mha_bwd_d96,d96,bwd,2,mha_bwd_d128_causal,d128,bwd,156.159,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,0.1593596889916959,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_000,mha_bwd_d96,d96,bwd,3,mha_bwd_d128_causal,d128,bwd,161.596,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,0.1593596889916959,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_000,mha_bwd_d96,d96,bwd,4,mha_bwd_d128_causal,d128,bwd,161.596,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,0.1593596889916959,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_000,mha_bwd_d96,d96,bwd,5,mha_bwd_d128_causal,d128,bwd,161.596,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,0.1593596889916959,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_000,mha_bwd_d96,d96,bwd,6,mha_bwd_d128_causal,d128,bwd,162.559,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_103/kernel_v0.cu,0.1593596889916959,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_001,mha_bwd_d96,d96,bwd,1,mha_bwd_d128,d128,bwd,59.904,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_001,mha_bwd_d96,d96,bwd,2,mha_bwd_d128,d128,bwd,342.683,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_001,mha_bwd_d96,d96,bwd,3,mha_bwd_d128,d128,bwd,348.851,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_001,mha_bwd_d96,d96,bwd,4,mha_bwd_d128,d128,bwd,367.262,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_001,mha_bwd_d96,d96,bwd,5,mha_bwd_d128,d128,bwd,389.295,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_001,mha_bwd_d96,d96,bwd,6,mha_bwd_d128,d128,bwd,387.174,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_001,mha_bwd_d96,d96,bwd,7,mha_bwd_d128,d128,bwd,352.091,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_002,mha_bwd_d96,d96,bwd,1,mha_bwd_d128,d128,bwd,75.295,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_002,mha_bwd_d96,d96,bwd,2,mha_bwd_d128,d128,bwd,380.413,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_002,mha_bwd_d96,d96,bwd,3,mha_bwd_d128,d128,bwd,381.245,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_002,mha_bwd_d96,d96,bwd,4,mha_bwd_d128,d128,bwd,379.977,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_002,mha_bwd_d96,d96,bwd,5,mha_bwd_d128,d128,bwd,387.615,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_002,mha_bwd_d96,d96,bwd,6,mha_bwd_d128,d128,bwd,325.681,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_002,mha_bwd_d96,d96,bwd,7,mha_bwd_d128,d128,bwd,330.285,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_042/kernel_v0.cu,0.6096974942725756,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_003,mha_bwd_d96,d96,bwd,1,mha_bwd_d128_causal,d128,bwd,97.922,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_120/kernel_v0.cu,0.0018116202510118106,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_003,mha_bwd_d96,d96,bwd,2,mha_bwd_d128_causal,d128,bwd,243.435,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_003,mha_bwd_d96,d96,bwd,3,mha_bwd_d128_causal,d128,bwd,240.748,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_003,mha_bwd_d96,d96,bwd,4,mha_bwd_d128_causal,d128,bwd,240.748,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_003,mha_bwd_d96,d96,bwd,5,mha_bwd_d128_causal,d128,bwd,240.748,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_003,mha_bwd_d96,d96,bwd,6,mha_bwd_d128_causal,d128,bwd,239.372,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_003,mha_bwd_d96,d96,bwd,7,mha_bwd_d128_causal,d128,bwd,243.339,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96,exp_003,mha_bwd_d96,d96,bwd,8,mha_bwd_d128_causal,d128,bwd,243.339,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_104/kernel_v0.cu,0.009969547835195842,NO_NEXT_EVAL,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_000,mha_bwd_d96_causal,d96,bwd,1,mha_bwd_d128,d128,bwd,73.871,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_000,mha_bwd_d96_causal,d96,bwd,2,mha_bwd_d128,d128,bwd,468.283,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_000,mha_bwd_d96_causal,d96,bwd,3,mha_bwd_d128,d128,bwd,426.619,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,FAILED,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_000,mha_bwd_d96_causal,d96,bwd,4,mha_bwd_d128,d128,bwd,431.158,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,COMPILE_ERROR,
qwen36-27b-note-feedback2-mha-d128-d96-8defs-mha-bwd-d96-causal,exp_000,mha_bwd_d96_causal,d96,bwd,5,mha_bwd_d128,d128,bwd,181.81,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_026/kernel_v0.cu,0.09465520830607273,COMPILE_ERROR,
