run_dir,trajectory_id,turn,fixed_correctness,fixed_speedup,fixed_arch_tag,definition,prompt_tag,test_path,original_kernel_path,original_log_path,original_source_run,original_trajectory_id,original_turn,ted_raw,ted_norm,ted_error,fixed_kernel_extracted,original_num_global,fixed_num_global,original_cfg_node_count,fixed_cfg_node_count,original_cfg_depth,fixed_cfg_depth,original_cfg_branches,fixed_cfg_branches,original_cfg_loops,fixed_cfg_loops,original_cfg_hash,fixed_cfg_hash,original_global_kernel_names,fixed_global_kernel_names,original_helpers_count,fixed_helpers_count
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_002,1,Compilation error,,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/log_t2.txt,qwen36-27b-mha-bwd-d128,exp_000,2,156,0.901734104,,true,2,2,82,173,14,7,3,13,27,17,727bb48503e6147636e414fa282edcfc,1bba4928c10255735e8270aff22839e4,"[""mha_bwd_dV_kernel"",""mha_bwd_dQK_kernel""]","[""mha_bwd_dQ_kernel"",""mha_bwd_dKdV_kernel""]",3,10
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_002,2,Correct,0.37300367351292496,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/log_t2.txt,qwen36-27b-mha-bwd-d128,exp_000,2,169,0.908602151,,true,2,2,82,186,14,7,3,13,27,17,727bb48503e6147636e414fa282edcfc,64c059f22cca2168d782501e1860be3b,"[""mha_bwd_dV_kernel"",""mha_bwd_dQK_kernel""]","[""mha_bwd_dQ_kernel"",""mha_bwd_dKdV_kernel""]",3,10
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_003,0,Numerical error,0.0,G,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/log_t3.txt,qwen36-27b-mha-bwd-d128,exp_000,3,0,0,,true,2,2,82,82,14,14,3,3,27,27,794bf2f619a3851104bcdec04d5578eb,794bf2f619a3851104bcdec04d5578eb,"[""mha_bwd_dV_kernel"",""mha_bwd_dQK_kernel""]","[""mha_bwd_dV_kernel"",""mha_bwd_dQK_kernel""]",4,4
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_003,1,Compilation error,,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/log_t3.txt,qwen36-27b-mha-bwd-d128,exp_000,3,119,0.888059701,,true,2,3,82,134,14,6,3,9,27,15,794bf2f619a3851104bcdec04d5578eb,1029bef2ac654390a46b62b766a44a39,"[""mha_bwd_dV_kernel"",""mha_bwd_dQK_kernel""]","[""compute_D_kernel"",""bwd_dQ_kernel"",""bwd_dKV_kernel""]",4,9
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_003,2,Numerical error,0.0,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/log_t3.txt,qwen36-27b-mha-bwd-d128,exp_000,3,124,0.892086331,,true,2,3,82,139,14,6,3,10,27,16,794bf2f619a3851104bcdec04d5578eb,be268adc56e07eb81f595e2144cfa006,"[""mha_bwd_dV_kernel"",""mha_bwd_dQK_kernel""]","[""compute_D_kernel"",""bwd_dQ_kernel"",""bwd_dKV_kernel""]",4,9
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_003,3,Numerical error,0.0,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/log_t3.txt,qwen36-27b-mha-bwd-d128,exp_000,3,134,0.899328859,,true,2,3,82,149,14,6,3,10,27,16,794bf2f619a3851104bcdec04d5578eb,b3ca6aca68bc14e8ff9993fb9796cf94,"[""mha_bwd_dV_kernel"",""mha_bwd_dQK_kernel""]","[""compute_D_kernel"",""bwd_dQ_kernel"",""bwd_dKV_kernel""]",4,9
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_003,4,Numerical error,0.0,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_000/log_t3.txt,qwen36-27b-mha-bwd-d128,exp_000,3,134,0.899328859,,true,2,3,82,149,14,6,3,10,27,16,794bf2f619a3851104bcdec04d5578eb,59618927ff2fe79eccf76ad622b1ce06,"[""mha_bwd_dV_kernel"",""mha_bwd_dQK_kernel""]","[""compute_D_kernel"",""bwd_dQ_kernel"",""bwd_dKV_kernel""]",4,9
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_004,0,Kernel Execution Timeout,0.0,G,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t0.txt,qwen36-27b-mha-bwd-d128,exp_001,0,61,0.983870968,,true,0,3,0,62,0,10,0,14,0,5,175c220cc05ebf841db6a080784ab7bc,4a5c5aa96b9d7da94d2bd487bb3e464c,[],"[""PrecomputeDKernel"",""BwdQ_Kernel"",""BwdKV_Kernel""]",0,4
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_004,1,Numerical error,0.0,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t0.txt,qwen36-27b-mha-bwd-d128,exp_001,0,129,0.992307692,,true,0,3,0,130,0,6,0,12,0,12,175c220cc05ebf841db6a080784ab7bc,be1f0bbc3305f81f086239cacca39f58,[],"[""PrecomputeDKernel"",""BwdQ_Kernel"",""BwdKV_Kernel""]",0,11
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_004,2,Correct,0.31727475442324554,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t0.txt,qwen36-27b-mha-bwd-d128,exp_001,0,137,0.992753623,,true,0,3,0,138,0,8,0,12,0,16,175c220cc05ebf841db6a080784ab7bc,e512e692d1d08341c04940032667b474,[],"[""PrecomputeDKernel"",""BwdQ_Kernel"",""BwdKV_Kernel""]",0,11
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_005,0,Numerical error,0.0,G,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t1.txt,qwen36-27b-mha-bwd-d128,exp_001,1,1,0.0188679245,,true,1,1,53,53,8,8,4,4,17,17,20f06cf6f59f71112cd022ee32642841,fa4778e7b25b4d006c8279ca6007d075,"[""mha_bwd_kernel""]","[""mha_bwd_kernel""]",1,1
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_005,1,Runtime error,0.0,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t1.txt,qwen36-27b-mha-bwd-d128,exp_001,1,74,0.787234043,,true,1,1,53,94,8,8,4,8,17,12,20f06cf6f59f71112cd022ee32642841,471ec94e79d820716d1c0c655e6cc847,"[""mha_bwd_kernel""]","[""mha_bwd_kernel""]",1,7
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_005,2,Runtime error,0.0,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t1.txt,qwen36-27b-mha-bwd-d128,exp_001,1,84,0.8,,true,1,1,53,105,8,8,4,8,17,14,20f06cf6f59f71112cd022ee32642841,0f4e6502a573509438949faea8963d13,"[""mha_bwd_kernel""]","[""mha_bwd_kernel""]",1,9
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_005,3,Numerical error,0.0,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t1.txt,qwen36-27b-mha-bwd-d128,exp_001,1,87,0.805555556,,true,1,1,53,108,8,8,4,8,17,14,20f06cf6f59f71112cd022ee32642841,0a92974267a2c40712526c80d3621ff9,"[""mha_bwd_kernel""]","[""mha_bwd_kernel""]",1,9
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_005,4,Numerical error,0.0,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t1.txt,qwen36-27b-mha-bwd-d128,exp_001,1,87,0.790909091,,true,1,1,53,110,8,8,4,8,17,15,20f06cf6f59f71112cd022ee32642841,49718cdd3c422f5052a68123ff6c1bd7,"[""mha_bwd_kernel""]","[""mha_bwd_kernel""]",1,9
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_006,0,Compilation error,,G,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t2.txt,qwen36-27b-mha-bwd-d128,exp_001,2,0,0,,true,1,1,41,41,12,12,3,3,15,15,5302ac4f257640024fe3579a2cf58399,5302ac4f257640024fe3579a2cf58399,"[""mha_bwd_kernel""]","[""mha_bwd_kernel""]",1,1
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_006,1,Kernel Execution Timeout,0.0,G,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t2.txt,qwen36-27b-mha-bwd-d128,exp_001,2,0,0,,true,1,1,41,41,12,12,3,3,15,15,5302ac4f257640024fe3579a2cf58399,5302ac4f257640024fe3579a2cf58399,"[""mha_bwd_kernel""]","[""mha_bwd_kernel""]",1,1
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_006,2,Extraction error,,,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t2.txt,qwen36-27b-mha-bwd-d128,exp_001,2,,,no extracted cpp block for fixed turn,false,,,,,,,,,,,,,,,,
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_006,3,Numerical error,0.0,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t2.txt,qwen36-27b-mha-bwd-d128,exp_001,2,191,0.927184466,,true,1,2,41,206,12,9,3,12,15,14,5302ac4f257640024fe3579a2cf58399,6ac04a88e546f03a02861e29cc4b9b1f,"[""mha_bwd_kernel""]","[""kernel_dQ"",""kernel_dK_dV""]",1,10
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_006,4,Correct,0.1088937022972922,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_001/log_t2.txt,qwen36-27b-mha-bwd-d128,exp_001,2,195,0.928571429,,true,1,2,41,210,12,9,3,12,15,14,5302ac4f257640024fe3579a2cf58399,4e5e7937e5f190a8f45167f17de22974,"[""mha_bwd_kernel""]","[""kernel_dQ"",""kernel_dK_dV""]",1,10
/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini,exp_007,0,Numerical error,0.0,H,mha_bwd_d128,hopper-no-hint,/home/ubuntu/AccRL/fib_runtime/multiturn/2026-0427-1308/mha_bwd_d128_38c3b07c-f006-5f5e-9860-ba214c805a6b.py,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_002/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128/kernels/exp_002/log_t0.txt,qwen36-27b-mha-bwd-d128,exp_002,0,110,0.802919708,,true,2,2,90,137,10,7,4,14,24,10,cfb05de189c20fba38b560fe38aed76e,4da16384d58ccbf6fb5e51711c75ebe8,"[""mha_bwd_kernel"",""cast_f32_to_bf16_kernel""]","[""mha_bwd_dQ"",""mha_bwd_dKdV""]",3,5
